covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
physical_score,-0.9950580820124499,0.3697019708859726,0.40147525638454157,-1.7819351252101359,-0.20818103881476413,0.16831212688529446,0.8120600090219305,0.0,-2.478504132417471,0.013193458279766656,6.2440334152444
physical_x_middle,0.6728245997477287,1.9597650620320926,0.5026375493254466,-0.3123268942076215,1.6579760937030787,0.731742286812096,5.248677256433998,0.0,1.338588015659948,0.1807048297101299,2.468293029162226
physical_x_late,1.1542493468239423,3.171641720794297,0.5251061122076909,0.1250602788350197,2.1834384148128647,1.1332167599941918,8.876775882783948,0.0,2.1981259025364603,0.027940135124702392,5.161517191816659
gender_male,-0.28279110946542024,0.7536772074521787,0.1599761263836379,-0.5963385555635785,0.03075633663273797,0.5508247626321009,1.0312341992734713,0.0,-1.7677081940792865,0.07710969942452665,3.6969438454380934
age_18_25,0.5309408155901804,1.7005314427483662,0.20569518120042946,0.12778566864389823,0.9340959625364624,1.136309429854292,2.5449117219300503,0.0,2.581202012082293,0.009845694965738706,6.666291241233225
age_34_41,0.2956172140712243,1.3439556110610817,0.1980468481452083,-0.0925474755450571,0.6837819036875057,0.9116059309486495,1.9813568815013658,0.0,1.492663058462194,0.13552540790762413,2.883364745699013
