candidate_season_key,season_id,age_42_plus,start,stop,event_conseil,physical_score,gender_male,age_18_25,age_34_41,phase,physical_x_middle,physical_x_late
KL01::françoise,KL01,0,0,6.0,0,0,0,0,1,Début 1–6,0,0
KL01::françoise,KL01,0,6,12.0,1,0,0,0,1,Milieu 7–12,0,0
KL01::romain,KL01,0,0,6.0,0,0,1,0,0,Début 1–6,0,0
KL01::romain,KL01,0,6,12.0,0,0,1,0,0,Milieu 7–12,0,0
KL01::romain,KL01,0,12,13.0,0,0,1,0,0,Fin 13+,0,0
KL01::patricia,KL01,0,0,6.0,0,0,0,0,0,Début 1–6,0,0
KL01::patricia,KL01,0,6,12.0,0,0,0,0,0,Milieu 7–12,0,0
KL01::patricia,KL01,0,12,14.0,0,0,0,0,0,Fin 13+,0,0
KL01::guénaëlle biras,KL01,0,0,6.0,0,0,0,1,0,Début 1–6,0,0
KL01::guénaëlle biras,KL01,0,6,12.0,0,0,0,1,0,Milieu 7–12,0,0
KL01::guénaëlle biras,KL01,0,12,15.0,0,0,0,1,0,Fin 13+,0,0
KL01::gilles nicolet,KL01,0,0,6.0,0,0,1,0,1,Début 1–6,0,0
KL01::gilles nicolet,KL01,0,6,12.0,0,0,1,0,1,Milieu 7–12,0,0
KL01::gilles nicolet,KL01,0,12,16.0,0,0,1,0,1,Fin 13+,0,0
