Variable,Modalité,N,Bloc 1–5,Bloc 6–10,Bloc 11–15,Bloc Phase finale atteinte,Victoire,Réussite orientation,Réussite poteaux,Victoire jury,Sortie médicale,Épreuve éliminatoire
Sexe,Femme,171,0.3333333333333333,0.25146198830409355,0.22807017543859648,0.1871345029239766,0.06432748538011696,0.6875,0.8181818181818181,0.6111111111111112,0.04678362573099415,0.05263157894736842
Sexe,Homme,169,0.24260355029585798,0.2603550295857988,0.2603550295857988,0.23668639053254437,0.05325443786982249,0.725,0.5862068965517242,0.5294117647058824,0.08875739644970414,0.04142011834319527
Profil physique,Profil non physique,272,0.3235294117647059,0.25,0.23897058823529413,0.1875,0.04779411764705882,0.6470588235294117,0.696969696969697,0.5652173913043479,0.06985294117647059,0.04779411764705882
Profil physique,Profil physique,68,0.14705882352941177,0.27941176470588236,0.2647058823529412,0.3088235294117647,0.10294117647058823,0.8571428571428572,0.6666666666666667,0.5833333333333333,0.058823529411764705,0.04411764705882353
Âge,18–25 ans,80,0.3625,0.3375,0.1625,0.1375,0.025,0.7272727272727273,0.75,0.33333333333333337,0.075,0.0375
Âge,26–33 ans,102,0.17647058823529413,0.19607843137254902,0.37254901960784315,0.2549019607843137,0.08823529411764706,0.7307692307692308,0.7894736842105263,0.6,0.058823529411764705,0.058823529411764705
Âge,34–41 ans,92,0.2608695652173913,0.2608695652173913,0.2717391304347826,0.20652173913043478,0.07608695652173914,0.7894736842105263,0.5333333333333333,0.875,0.043478260869565216,0.05434782608695652
Âge,42 ans et plus,66,0.4090909090909091,0.24242424242424243,0.10606060606060606,0.24242424242424243,0.030303030303030304,0.5625,0.6666666666666667,0.33333333333333337,0.10606060606060606,0.030303030303030304
