model,term,coefficient,odds_ratio,ci_lower,ci_upper,p_value
"Phase finale — ajusté sexe, âge et saison",physical_score,0.7452955313071955,2.1070640463675847,1.0779575066499432,4.118639991007268,0.02929547357930484
Phase finale — interaction rareté saisonnière,physical_score,0.736539995912894,2.088696100471254,0.9629673253018041,4.530425161369334,0.06225973994732944
Phase finale — interaction rareté saisonnière,physical_score:physical_share_centered,0.1930036909064925,1.2128872701643583,0.0007936809352035586,1853.5099746971364,0.9588520148667682
"Victoire — ajusté sexe et âge, exploratoire",physical_score,0.9467659274082,2.5773607942709944,0.890698484236708,7.457954382327045,0.08073321585689815
