variable,coef,hazard_ratio,hr_ci_lower,hr_ci_upper,se(coef),z,p,significant_005,direction
gender_male,-0.3179277167837449,0.7276553837851566,0.5480421126549059,0.9661344362507611,0.14463297924279828,-2.198168899293938,0.027937072086331786,True,RISQUE_PLUS_FAIBLE
physical_score,-0.2654980055594819,0.7668239722689055,0.504777515831335,1.1649072829201492,0.21334040177881738,-1.2444806672612316,0.21332271027633912,False,RISQUE_PLUS_FAIBLE
age_35_44,0.16324876337951283,1.1773295297356343,0.8236795694256511,1.6828204474636366,0.18225970627853252,0.8956931112905074,0.3704166905725734,False,RISQUE_PLUS_ELEVE
age_45_54,0.34417325793900966,1.4108230506276962,0.850861559542183,2.3393014502305296,0.25800428237927037,1.3339827337945869,0.1822095152257746,False,RISQUE_PLUS_ELEVE
age_55_plus,0.2749030775017912,1.3164030796091704,0.6415085801727268,2.70131549532497,0.3667596971250198,0.7495454916576703,0.4535284903560538,False,RISQUE_PLUS_ELEVE
age_18_24_phase_0_25,0.33714902287042825,1.4009478214489848,0.7316092827399565,2.6826543138877357,0.33146409947761624,1.017150947574025,0.3090816268632438,False,RISQUE_PLUS_ELEVE
age_18_24_phase_25_50,0.7630824715526368,2.1448775651197236,1.1679393210943962,3.938988683969557,0.31012893318882157,2.46053299092876,0.013873081659336001,True,RISQUE_PLUS_ELEVE
age_18_24_phase_50_75,0.2076261338065884,1.2307529466041511,0.5141607854493898,2.9460683475712126,0.4453374607776623,0.46622202732288703,0.6410565839824509,False,RISQUE_PLUS_ELEVE
age_18_24_phase_75_100,0.7370418301879997,2.089744542814899,0.12234558837804482,35.69423558396425,1.4479589419546819,0.5090212221024895,0.6107373487575831,False,RISQUE_PLUS_ELEVE
