candidate_season_key,season_id,season_name,candidate_name,gender_male,gender_label,physical_score,physical_label,age_band,age_label,final_departure_cause,reached_orientation,eliminated_orientation,passed_orientation,reached_poteaux,eliminated_poteaux,reached_jury_final,won_jury_final,lost_jury_final
KL13::olivier moenaert,KL13,Koh-Lanta : Raja Ampat,Olivier Moenaert,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL13::florence delbarre reuter,KL13,Koh-Lanta : Raja Ampat,Florence Delbarre Reuter,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL13::virginie jarry,KL13,Koh-Lanta : Raja Ampat,Virginie Jarry,0,Femme,0.0,Profil non physique,26-33,26–33 ans,MEDICAL,0,0,0,0,0,0,0,0
KL13::patricia morel,KL13,Koh-Lanta : Raja Ampat,Patricia Morel,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL13::alexandra pouillon,KL13,Koh-Lanta : Raja Ampat,Alexandra Pouillon,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL13::martin bazin,KL13,Koh-Lanta : Raja Ampat,Martin Bazin,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL13::ella gbezan,KL13,Koh-Lanta : Raja Ampat,Ella Gbezan,0,Femme,0.0,Profil non physique,18-25,18–25 ans,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL13::laurent maistret,KL13,Koh-Lanta : Raja Ampat,Laurent Maistret,1,Homme,1.0,Profil physique,26-33,26–33 ans,FINALE_POTEAUX,1,0,1,1,1,0,0,0
KL13::teheiura teahui,KL13,Koh-Lanta : Raja Ampat,Teheiura Teahui,1,Homme,0.0,Profil non physique,26-33,26–33 ans,JURY_FINAL_DECISION,1,0,1,1,0,1,0,1
KL13::gérard urdampilleta,KL13,Koh-Lanta : Raja Ampat,Gérard Urdampilleta,1,Homme,0.0,Profil non physique,34-41,34–41 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL18::charlie vincent-mussard,KL18,Koh-Lanta : Thaïlande,Charlie Vincent-Mussard,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOLUNTARY,0,0,0,0,0,0,0,0
KL18::laurence corbellotti,KL18,Koh-Lanta : Thaïlande,Laurence Corbellotti,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::marius torterat,KL18,Koh-Lanta : Thaïlande,Marius Torterat,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOLUNTARY,0,0,0,0,0,0,0,0
KL18::céline parat-yeghiayan,KL18,Koh-Lanta : Thaïlande,Céline Parat-Yeghiayan,0,Femme,1.0,Profil physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::huw francis,KL18,Koh-Lanta : Thaïlande,Huw Francis,1,Homme,1.0,Profil physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::carole poncelet,KL18,Koh-Lanta : Thaïlande,Carole Poncelet,0,Femme,1.0,Profil physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
"KL18::laurence ""lolo"" facione",KL18,Koh-Lanta : Thaïlande,"Laurence ""Lolo"" Facione",0,Femme,1.0,Profil physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::amir doukhan,KL18,Koh-Lanta : Thaïlande,Amir Doukhan,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::cassandre girard,KL18,Koh-Lanta : Thaïlande,Cassandre Girard,0,Femme,0.0,Profil non physique,18-25,18–25 ans,AMBASSADEURS,0,0,0,0,0,0,0,0
KL18::romain palazzetti,KL18,Koh-Lanta : Thaïlande,Romain Palazzetti,1,Homme,1.0,Profil physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::julien castro,KL18,Koh-Lanta : Thaïlande,Julien Castro,1,Homme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::laureen hugel,KL18,Koh-Lanta : Thaïlande,Laureen Hugel,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::steve best,KL18,Koh-Lanta : Thaïlande,Steve Best,1,Homme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::carine cazals,KL18,Koh-Lanta : Thaïlande,Carine Cazals,0,Femme,1.0,Profil physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::karima neggaz,KL18,Koh-Lanta : Thaïlande,Karima Neggaz,0,Femme,1.0,Profil physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::nicolas rouyé,KL18,Koh-Lanta : Thaïlande,Nicolas Rouyé,1,Homme,1.0,Profil physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::alain chrisostome,KL18,Koh-Lanta : Thaïlande,Alain Chrisostome,1,Homme,1.0,Profil physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL18::cécilia siharaj,KL18,Koh-Lanta : Thaïlande,Cécilia Siharaj,0,Femme,1.0,Profil physique,26-33,26–33 ans,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL18::gabriel gubbels,KL18,Koh-Lanta : Thaïlande,Gabriel Gubbels,1,Homme,0.0,Profil non physique,34-41,34–41 ans,FINALE_POTEAUX,1,0,1,1,1,0,0,0
KL18::pascal salviani,KL18,Koh-Lanta : Thaïlande,Pascal Salviani,1,Homme,0.0,Profil non physique,42+,42 ans et plus,JURY_FINAL_DECISION,1,0,1,1,0,1,0,1
KL18::wendy gervois,KL18,Koh-Lanta : Thaïlande,Wendy Gervois,0,Femme,1.0,Profil physique,26-33,26–33 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL01::marie,KL01,KL KL01,Marie,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::guillaume noël,KL01,KL KL01,Guillaume Noël,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::jean-luc,KL01,KL KL01,Jean-Luc,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::gaël,KL01,KL KL01,Gaël,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::harry,KL01,KL KL01,Harry,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::sandra,KL01,KL KL01,Sandra,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::david,KL01,KL KL01,David,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::stéphane,KL01,KL KL01,Stéphane,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::géraldine drouhet,KL01,KL KL01,Géraldine Drouhet,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::michèle,KL01,KL KL01,Michèle,0,Femme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::william,KL01,KL KL01,William,1,Homme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::françoise,KL01,KL KL01,Françoise,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL01::romain,KL01,KL KL01,Romain,1,Homme,0.0,Profil non physique,26-33,26–33 ans,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL01::patricia,KL01,KL KL01,Patricia,0,Femme,0.0,Profil non physique,26-33,26–33 ans,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL01::guénaëlle biras,KL01,KL KL01,Guénaëlle Biras,0,Femme,0.0,Profil non physique,18-25,18–25 ans,JURY_FINAL_DECISION,1,0,1,1,0,1,0,1
KL01::gilles nicolet,KL01,KL KL01,Gilles Nicolet,1,Homme,0.0,Profil non physique,34-41,34–41 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
