candidate_season_key,season_id,season_name,candidate_name,gender_male,gender_label,physical_score,physical_label,age_band,age_label,final_departure_cause,reached_orientation,eliminated_orientation,passed_orientation,reached_poteaux,eliminated_poteaux,reached_jury_final,won_jury_final,lost_jury_final
KL25::samira aït-brahim,KL25,Koh-Lanta : Le Totem Maudit,Samira Aït-Brahim,0,Femme,1.0,Profil physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::benjamin breerette,KL25,Koh-Lanta : Le Totem Maudit,Benjamin Breerette,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::stéphanie tribot,KL25,Koh-Lanta : Le Totem Maudit,Stéphanie Tribot,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::jean-philippe masy,KL25,Koh-Lanta : Le Totem Maudit,Jean-Philippe Masy,1,Homme,0.0,Profil non physique,34-41,34–41 ans,MEDICAL,0,0,0,0,0,0,0,0
KL25::alexandra élizé,KL25,Koh-Lanta : Le Totem Maudit,Alexandra Élizé,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::setha el hajjami,KL25,Koh-Lanta : Le Totem Maudit,Setha El Hajjami,0,Femme,0.0,Profil non physique,34-41,34–41 ans,AMBASSADEURS,0,0,0,0,0,0,0,0
KL25::colin mottas,KL25,Koh-Lanta : Le Totem Maudit,Colin Mottas,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::pauline pourchaire,KL25,Koh-Lanta : Le Totem Maudit,Pauline Pourchaire,0,Femme,0.0,Profil non physique,18-25,18–25 ans,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL25::yannick zachée,KL25,Koh-Lanta : Le Totem Maudit,Yannick Zachée,1,Homme,1.0,Profil physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::anne-sophie mounier,KL25,Koh-Lanta : Le Totem Maudit,Anne-Sophie Mounier,0,Femme,1.0,Profil physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::maxime tournoux,KL25,Koh-Lanta : Le Totem Maudit,Maxime Tournoux,1,Homme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::louana roy,KL25,Koh-Lanta : Le Totem Maudit,Louana Roy,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::fouzi ould bouamama,KL25,Koh-Lanta : Le Totem Maudit,Fouzi Ould Bouamama,1,Homme,0.0,Profil non physique,26-33,26–33 ans,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL25::nicolas bellon,KL25,Koh-Lanta : Le Totem Maudit,Nicolas Bellon,1,Homme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::olga khokhlova,KL25,Koh-Lanta : Le Totem Maudit,Olga Khokhlova,0,Femme,1.0,Profil physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL25::ambre daudet,KL25,Koh-Lanta : Le Totem Maudit,Ambre Daudet,0,Femme,0.0,Profil non physique,26-33,26–33 ans,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL25::jean-charles chatelus,KL25,Koh-Lanta : Le Totem Maudit,Jean-Charles Chatelus,1,Homme,0.0,Profil non physique,34-41,34–41 ans,FINALE_POTEAUX,1,0,1,1,1,0,0,0
KL25::géraldine nicolle,KL25,Koh-Lanta : Le Totem Maudit,Géraldine Nicolle,0,Femme,0.0,Profil non physique,42+,42 ans et plus,JURY_FINAL_DECISION,1,0,1,1,0,1,0,1
KL25::bastien san pedro,KL25,Koh-Lanta : Le Totem Maudit,Bastien San Pedro,1,Homme,0.0,Profil non physique,26-33,26–33 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL25::françois descamp,KL25,Koh-Lanta : Le Totem Maudit,François Descamp,1,Homme,1.0,Profil physique,34-41,34–41 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL32::françois,KL32,Koh-Lanta : Les 4 Terres,François,1,Homme,0.0,Profil non physique,42+,42 ans et plus,MEDICAL,0,0,0,0,0,0,0,0
KL32::carole,KL32,Koh-Lanta : Les 4 Terres,Carole,0,Femme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::samuel,KL32,Koh-Lanta : Les 4 Terres,Samuel,1,Homme,0.0,Profil non physique,34-41,34–41 ans,MEDICAL,0,0,0,0,0,0,0,0
KL32::diane,KL32,Koh-Lanta : Les 4 Terres,Diane,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::estelle,KL32,Koh-Lanta : Les 4 Terres,Estelle,0,Femme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::mathieu,KL32,Koh-Lanta : Les 4 Terres,Mathieu,1,Homme,1.0,Profil physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::adrien,KL32,Koh-Lanta : Les 4 Terres,Adrien,1,Homme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::aubin,KL32,Koh-Lanta : Les 4 Terres,Aubin,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::sébastien,KL32,Koh-Lanta : Les 4 Terres,Sébastien,1,Homme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::marie-france,KL32,Koh-Lanta : Les 4 Terres,Marie-France,0,Femme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::hadja,KL32,Koh-Lanta : Les 4 Terres,Hadja,0,Femme,1.0,Profil physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::bertrand-kamal († décédé avant la finale),KL32,Koh-Lanta : Les 4 Terres,Bertrand-Kamal († décédé avant la finale),1,Homme,1.0,Profil physique,26-33,26–33 ans,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL32::joaquina,KL32,Koh-Lanta : Les 4 Terres,Joaquina,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::jody,KL32,Koh-Lanta : Les 4 Terres,Jody,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::laurent,KL32,Koh-Lanta : Les 4 Terres,Laurent,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::alix,KL32,Koh-Lanta : Les 4 Terres,Alix,0,Femme,1.0,Profil physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::fabrice,KL32,Koh-Lanta : Les 4 Terres,Fabrice,1,Homme,0.0,Profil non physique,42+,42 ans et plus,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL32::ava,KL32,Koh-Lanta : Les 4 Terres,Ava,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::angélique,KL32,Koh-Lanta : Les 4 Terres,Angélique,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL32::dorian,KL32,Koh-Lanta : Les 4 Terres,Dorian,1,Homme,1.0,Profil physique,26-33,26–33 ans,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL32::lola,KL32,Koh-Lanta : Les 4 Terres,Lola,0,Femme,0.0,Profil non physique,18-25,18–25 ans,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL32::loïc,KL32,Koh-Lanta : Les 4 Terres,Loïc,1,Homme,1.0,Profil physique,18-25,18–25 ans,FINALE_POTEAUX,1,0,1,1,1,0,0,0
KL32::brice,KL32,Koh-Lanta : Les 4 Terres,Brice,1,Homme,0.0,Profil non physique,18-25,18–25 ans,JURY_FINAL_DECISION,1,0,1,1,0,1,0,1
KL32::alexandra,KL32,Koh-Lanta : Les 4 Terres,Alexandra,0,Femme,0.0,Profil non physique,26-33,26–33 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL33::sylviane,KL33,Koh-Lanta : Les Armes secrètes,Sylviane,0,Femme,1.0,Profil physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::marie,KL33,Koh-Lanta : Les Armes secrètes,Marie,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::élodie,KL33,Koh-Lanta : Les Armes secrètes,Élodie,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::candice,KL33,Koh-Lanta : Les Armes secrètes,Candice,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::gabin,KL33,Koh-Lanta : Les Armes secrètes,Gabin,1,Homme,0.0,Profil non physique,26-33,26–33 ans,MEDICAL,0,0,0,0,0,0,0,0
KL33::aurélien,KL33,Koh-Lanta : Les Armes secrètes,Aurélien,1,Homme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::frédéric,KL33,Koh-Lanta : Les Armes secrètes,Frédéric,1,Homme,0.0,Profil non physique,42+,42 ans et plus,AMBASSADEURS,0,0,0,0,0,0,0,0
KL33::hervé,KL33,Koh-Lanta : Les Armes secrètes,Hervé,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::mathieu,KL33,Koh-Lanta : Les Armes secrètes,Mathieu,1,Homme,0.0,Profil non physique,26-33,26–33 ans,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL33::shanice,KL33,Koh-Lanta : Les Armes secrètes,Shanice,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::myriam,KL33,Koh-Lanta : Les Armes secrètes,Myriam,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::vincent,KL33,Koh-Lanta : Les Armes secrètes,Vincent,1,Homme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::laëtitia,KL33,Koh-Lanta : Les Armes secrètes,Laëtitia,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::thomas,KL33,Koh-Lanta : Les Armes secrètes,Thomas,1,Homme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::flavio,KL33,Koh-Lanta : Les Armes secrètes,Flavio,1,Homme,0.0,Profil non physique,26-33,26–33 ans,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL33::magali,KL33,Koh-Lanta : Les Armes secrètes,Magali,0,Femme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL33::arnaud,KL33,Koh-Lanta : Les Armes secrètes,Arnaud,1,Homme,0.0,Profil non physique,34-41,34–41 ans,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL33::laure,KL33,Koh-Lanta : Les Armes secrètes,Laure,0,Femme,0.0,Profil non physique,26-33,26–33 ans,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL33::jonathan,KL33,Koh-Lanta : Les Armes secrètes,Jonathan,1,Homme,1.0,Profil physique,26-33,26–33 ans,FINALE_POTEAUX,1,0,1,1,1,0,0,0
KL33::lucie,KL33,Koh-Lanta : Les Armes secrètes,Lucie,0,Femme,1.0,Profil physique,34-41,34–41 ans,JURY_FINAL_DECISION,1,0,1,1,0,1,0,1
KL33::maxine,KL33,Koh-Lanta : Les Armes secrètes,Maxine,0,Femme,0.0,Profil non physique,18-25,18–25 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL27::steve grenier,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Steve Grenier,1,Homme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::alicia bouly,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Alicia Bouly,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::nathalie suhard,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Nathalie Suhard,0,Femme,0.0,Profil non physique,42+,42 ans et plus,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL27::william plancq,KL27,Koh-Lanta : Les Chasseurs d'Immunité,William Plancq,1,Homme,1.0,Profil physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::alexis tchernychev,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Alexis Tchernychev,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::émilie clavis,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Émilie Clavis,0,Femme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::sarah diawara,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Sarah Diawara,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::maxime barbet,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Maxime Barbet,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::ricky poyet,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Ricky Poyet,1,Homme,0.0,Profil non physique,18-25,18–25 ans,AMBASSADEURS,0,0,0,0,0,0,0,0
KL27::léa notardonato,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Léa Notardonato,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::océane montenegro,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Océane Montenegro,0,Femme,0.0,Profil non physique,34-41,34–41 ans,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL27::cécile poprawa,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Cécile Poprawa,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::aurélien dulau,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Aurélien Dulau,1,Homme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::jean belmonte,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Jean Belmonte,1,Homme,0.0,Profil non physique,26-33,26–33 ans,MEDICAL,0,0,0,0,0,0,0,0
KL27::mégane rouland,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Mégane Rouland,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::david murail,KL27,Koh-Lanta : Les Chasseurs d'Immunité,David Murail,1,Homme,1.0,Profil physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::sébastien cazaux,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Sébastien Cazaux,1,Homme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL27::amri madani,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Amri Madani,1,Homme,1.0,Profil physique,42+,42 ans et plus,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL27::pauline bonneil,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Pauline Bonneil,0,Femme,0.0,Profil non physique,26-33,26–33 ans,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL27::julie rignault,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Julie Rignault,0,Femme,0.0,Profil non physique,34-41,34–41 ans,FINALE_POTEAUX,1,0,1,1,1,0,0,0
KL27::meïssa seck,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Meïssa Seck,1,Homme,0.0,Profil non physique,26-33,26–33 ans,JURY_FINAL_DECISION,1,0,1,1,0,1,0,1
KL27::léa sahin,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Léa Sahin,0,Femme,0.0,Profil non physique,34-41,34–41 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL15::mélanie,KL15,Koh-Lanta : Malaisie,Mélanie,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::mickaël,KL15,Koh-Lanta : Malaisie,Mickaël,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::sara [ n 1 ],KL15,Koh-Lanta : Malaisie,Sara [ N 1 ],0,Femme,1.0,Profil physique,42+,42 ans et plus,MEDICAL,0,0,0,0,0,0,0,0
KL15::nadine,KL15,Koh-Lanta : Malaisie,Nadine,0,Femme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::élodie,KL15,Koh-Lanta : Malaisie,Élodie,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::marie [ n 2 ],KL15,Koh-Lanta : Malaisie,Marie [ N 2 ],0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::anthony,KL15,Koh-Lanta : Malaisie,Anthony,1,Homme,1.0,Profil physique,18-25,18–25 ans,AMBASSADEURS,0,0,0,0,0,0,0,0
KL15::javier [ n 3 ],KL15,Koh-Lanta : Malaisie,Javier [ N 3 ],1,Homme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::namadia [ n 4 ],KL15,Koh-Lanta : Malaisie,Namadia [ N 4 ],1,Homme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::marylou,KL15,Koh-Lanta : Malaisie,Marylou,0,Femme,1.0,Profil physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::catherine,KL15,Koh-Lanta : Malaisie,Catherine,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::camille,KL15,Koh-Lanta : Malaisie,Camille,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::charles,KL15,Koh-Lanta : Malaisie,Charles,1,Homme,0.0,Profil non physique,18-25,18–25 ans,MEDICAL,0,0,0,0,0,0,0,0
KL15::thierry,KL15,Koh-Lanta : Malaisie,Thierry,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::myriam,KL15,Koh-Lanta : Malaisie,Myriam,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL15::bernard,KL15,Koh-Lanta : Malaisie,Bernard,1,Homme,0.0,Profil non physique,42+,42 ans et plus,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL15::philippe [ n 5 ],KL15,Koh-Lanta : Malaisie,Philippe [ N 5 ],1,Homme,0.0,Profil non physique,34-41,34–41 ans,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL15::vanessa,KL15,Koh-Lanta : Malaisie,Vanessa,0,Femme,0.0,Profil non physique,34-41,34–41 ans,FINALE_POTEAUX,1,0,1,1,1,0,0,0
KL15::brice [ n 6 ],KL15,Koh-Lanta : Malaisie,Brice [ N 6 ],1,Homme,0.0,Profil non physique,26-33,26–33 ans,JURY_FINAL_DECISION,1,0,1,1,0,1,0,1
KL15::ugo [ n 7 ],KL15,Koh-Lanta : Malaisie,Ugo [ N 7 ],1,Homme,0.0,Profil non physique,26-33,26–33 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL02::xavier,KL02,KL KL02,Xavier,1,Homme,0.0,Profil non physique,26-33,26–33 ans,MEDICAL,0,0,0,0,0,0,0,0
KL02::caroline mercier,KL02,KL KL02,Caroline Mercier,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::céline genty,KL02,KL KL02,Céline Genty,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::nelly,KL02,KL KL02,Nelly,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::pierre,KL02,KL KL02,Pierre,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::jacky,KL02,KL KL02,Jacky,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::adonis,KL02,KL KL02,Adonis,1,Homme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::jimmy,KL02,KL KL02,Jimmy,1,Homme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::béatrice,KL02,KL KL02,Béatrice,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::françois-xavier,KL02,KL KL02,François-Xavier,1,Homme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::isabelle,KL02,KL KL02,Isabelle,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::maud,KL02,KL KL02,Maud,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL02::marianne,KL02,KL KL02,Marianne,0,Femme,0.0,Profil non physique,18-25,18–25 ans,ELIMINATION_CHALLENGE,0,0,0,0,0,0,0,0
KL02::bernard,KL02,KL KL02,Bernard,1,Homme,0.0,Profil non physique,34-41,34–41 ans,FINALE_POTEAUX,1,0,1,1,1,0,0,0
KL02::nicolas roy,KL02,KL KL02,Nicolas Roy,1,Homme,0.0,Profil non physique,42+,42 ans et plus,JURY_FINAL_DECISION,1,0,1,1,0,1,0,1
KL02::amel fatnassi,KL02,KL KL02,Amel Fatnassi,0,Femme,0.0,Profil non physique,26-33,26–33 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL07::ali,KL07,KL KL07,Ali,1,Homme,0.0,Profil non physique,34-41,34–41 ans,VOLUNTARY,0,0,0,0,0,0,0,0
KL07::pascale,KL07,KL KL07,Pascale,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL07::marie-laure,KL07,KL KL07,Marie-Laure,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL07::mélanie,KL07,KL KL07,Mélanie,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL07::véronique barriol,KL07,KL KL07,Véronique Barriol,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL07::chloé,KL07,KL KL07,Chloé,0,Femme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL07::érick,KL07,KL KL07,Érick,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL07::filomène,KL07,KL KL07,Filomène,0,Femme,0.0,Profil non physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL07::adrien,KL07,KL KL07,Adrien,1,Homme,0.0,Profil non physique,34-41,34–41 ans,VOLUNTARY,0,0,0,0,0,0,0,0
KL07::grégoire,KL07,KL KL07,Grégoire,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL07::laurent,KL07,KL KL07,Laurent,1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL07::patrick,KL07,KL KL07,Patrick,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL07::simon,KL07,KL KL07,Simon,1,Homme,0.0,Profil non physique,34-41,34–41 ans,FINALE_ORIENTATION,1,1,0,0,0,0,0,0
KL07::maryline,KL07,KL KL07,Maryline,0,Femme,0.0,Profil non physique,34-41,34–41 ans,FINALE_POTEAUX,1,0,1,1,1,0,0,0
KL07::kévin cuoco,KL07,KL KL07,Kévin Cuoco,1,Homme,0.0,Profil non physique,26-33,26–33 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL07::jade handi,KL07,KL KL07,Jade Handi,0,Femme,0.0,Profil non physique,34-41,34–41 ans,CENSORED_WINNER,1,0,1,1,0,1,1,0
KL13::lisa legouverneur,KL13,Koh-Lanta : Raja Ampat,Lisa Legouverneur,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL13::catherine diard,KL13,Koh-Lanta : Raja Ampat,Catherine Diard,0,Femme,1.0,Profil physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL13::steve lemercier,KL13,Koh-Lanta : Raja Ampat,Steve Lemercier,1,Homme,0.0,Profil non physique,18-25,18–25 ans,VOLUNTARY,0,0,0,0,0,0,0,0
"KL13::gérard ""gégé"" icardi",KL13,Koh-Lanta : Raja Ampat,"Gérard ""Gégé"" Icardi",1,Homme,0.0,Profil non physique,42+,42 ans et plus,VOTE_CONSEIL,0,0,0,0,0,0,0,0
"KL13::nawal ""naouel"" hadjaf",KL13,Koh-Lanta : Raja Ampat,"Nawal ""Naouel"" Hadjaf",0,Femme,1.0,Profil physique,18-25,18–25 ans,VOLUNTARY,0,0,0,0,0,0,0,0
KL13::benoît mahieux,KL13,Koh-Lanta : Raja Ampat,Benoît Mahieux,1,Homme,1.0,Profil physique,26-33,26–33 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL13::délisia fettache,KL13,Koh-Lanta : Raja Ampat,Délisia Fettache,0,Femme,0.0,Profil non physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL13::caroline matteucci,KL13,Koh-Lanta : Raja Ampat,Caroline Matteucci,0,Femme,0.0,Profil non physique,34-41,34–41 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
KL13::maxime boulet,KL13,Koh-Lanta : Raja Ampat,Maxime Boulet,1,Homme,0.0,Profil non physique,18-25,18–25 ans,AMBASSADEURS,0,0,0,0,0,0,0,0
KL13::anthony amar,KL13,Koh-Lanta : Raja Ampat,Anthony Amar,1,Homme,1.0,Profil physique,18-25,18–25 ans,VOTE_CONSEIL,0,0,0,0,0,0,0,0
