candidate_season_key,season_id,season_name,candidate_name,normalized_rank,normalized_exit_rank,at_risk,exits_at_rank,exit_cause_at_rank,gender_male,gender_label,physical_score,physical_label,age_band,age_label
KL03::sylvie rivoal,KL03,Koh-Lanta : Bocas del Toro,Sylvie Rivoal,6,11,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::sylvie rivoal,KL03,Koh-Lanta : Bocas del Toro,Sylvie Rivoal,7,11,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::sylvie rivoal,KL03,Koh-Lanta : Bocas del Toro,Sylvie Rivoal,8,11,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::sylvie rivoal,KL03,Koh-Lanta : Bocas del Toro,Sylvie Rivoal,9,11,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::sylvie rivoal,KL03,Koh-Lanta : Bocas del Toro,Sylvie Rivoal,10,11,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::sylvie rivoal,KL03,Koh-Lanta : Bocas del Toro,Sylvie Rivoal,11,11,1,1,VOTE_CONSEIL,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,1,12,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,2,12,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,3,12,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,4,12,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,5,12,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,6,12,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,7,12,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,8,12,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,9,12,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,Sébastien Loew,10,12,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
