candidate_season_key,season_id,season_name,candidate_name,normalized_rank,normalized_exit_rank,at_risk,exits_at_rank,exit_cause_at_rank,gender_male,gender_label,physical_score,physical_label,age_band,age_label
KL22::aurélien,KL22,Koh-Lanta : La Guerre des Chefs,Aurélien,16,17,1,0,,1,Homme,1.0,Profil physique,18-25,18–25 ans
KL22::aurélien,KL22,Koh-Lanta : La Guerre des Chefs,Aurélien,17,17,1,1,FINALE_ORIENTATION,1,Homme,1.0,Profil physique,18-25,18–25 ans
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,1,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,2,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,3,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,4,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,5,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,6,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,7,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,8,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,9,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,10,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,11,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,12,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,13,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,14,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,15,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,16,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,17,18,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::steeve,KL22,Koh-Lanta : La Guerre des Chefs,Steeve,18,18,1,1,FINALE_POTEAUX,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,1,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,2,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,3,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,4,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,5,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,6,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,7,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,8,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,9,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,10,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,11,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,12,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,13,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,14,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,15,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,16,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,17,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,18,19,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::cindy,KL22,Koh-Lanta : La Guerre des Chefs,Cindy,19,19,1,1,JURY_FINAL_DECISION,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,1,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,2,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,3,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,4,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,5,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,6,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,7,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,8,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,9,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,10,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,11,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,12,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,13,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,14,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,15,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,16,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,17,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,18,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,19,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL22::maud,KL22,Koh-Lanta : La Guerre des Chefs,Maud,20,20,1,0,,0,Femme,0.0,Profil non physique,42+,42 ans et plus
KL29::cynthiana,KL29,Koh-Lanta : La Revanche des 4 Terres,Cynthiana,1,1,1,1,VOTE_CONSEIL,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::allan,KL29,Koh-Lanta : La Revanche des 4 Terres,Allan,1,2,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::allan,KL29,Koh-Lanta : La Revanche des 4 Terres,Allan,2,2,1,1,MEDICAL,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::christian,KL29,Koh-Lanta : La Revanche des 4 Terres,Christian,1,3,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::christian,KL29,Koh-Lanta : La Revanche des 4 Terres,Christian,2,3,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::christian,KL29,Koh-Lanta : La Revanche des 4 Terres,Christian,3,3,1,1,VOTE_CONSEIL,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::romane,KL29,Koh-Lanta : La Revanche des 4 Terres,Romane,1,3,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::romane,KL29,Koh-Lanta : La Revanche des 4 Terres,Romane,2,3,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::romane,KL29,Koh-Lanta : La Revanche des 4 Terres,Romane,3,3,1,1,VOTE_CONSEIL,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::mehdi,KL29,Koh-Lanta : La Revanche des 4 Terres,Mehdi,1,4,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::mehdi,KL29,Koh-Lanta : La Revanche des 4 Terres,Mehdi,2,4,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::mehdi,KL29,Koh-Lanta : La Revanche des 4 Terres,Mehdi,3,4,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::mehdi,KL29,Koh-Lanta : La Revanche des 4 Terres,Mehdi,4,4,1,1,VOLUNTARY,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::benoît,KL29,Koh-Lanta : La Revanche des 4 Terres,Benoît,1,5,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::benoît,KL29,Koh-Lanta : La Revanche des 4 Terres,Benoît,2,5,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::benoît,KL29,Koh-Lanta : La Revanche des 4 Terres,Benoît,3,5,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::benoît,KL29,Koh-Lanta : La Revanche des 4 Terres,Benoît,4,5,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::benoît,KL29,Koh-Lanta : La Revanche des 4 Terres,Benoît,5,5,1,1,VOTE_CONSEIL,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::mohamed,KL29,Koh-Lanta : La Revanche des 4 Terres,Mohamed,1,6,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::mohamed,KL29,Koh-Lanta : La Revanche des 4 Terres,Mohamed,2,6,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::mohamed,KL29,Koh-Lanta : La Revanche des 4 Terres,Mohamed,3,6,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::mohamed,KL29,Koh-Lanta : La Revanche des 4 Terres,Mohamed,4,6,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::mohamed,KL29,Koh-Lanta : La Revanche des 4 Terres,Mohamed,5,6,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::mohamed,KL29,Koh-Lanta : La Revanche des 4 Terres,Mohamed,6,6,1,1,VOTE_CONSEIL,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::pauline,KL29,Koh-Lanta : La Revanche des 4 Terres,Pauline,1,7,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::pauline,KL29,Koh-Lanta : La Revanche des 4 Terres,Pauline,2,7,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::pauline,KL29,Koh-Lanta : La Revanche des 4 Terres,Pauline,3,7,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::pauline,KL29,Koh-Lanta : La Revanche des 4 Terres,Pauline,4,7,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::pauline,KL29,Koh-Lanta : La Revanche des 4 Terres,Pauline,5,7,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::pauline,KL29,Koh-Lanta : La Revanche des 4 Terres,Pauline,6,7,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::pauline,KL29,Koh-Lanta : La Revanche des 4 Terres,Pauline,7,7,1,1,VOTE_CONSEIL,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::andréa,KL29,Koh-Lanta : La Revanche des 4 Terres,Andréa,1,8,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::andréa,KL29,Koh-Lanta : La Revanche des 4 Terres,Andréa,2,8,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::andréa,KL29,Koh-Lanta : La Revanche des 4 Terres,Andréa,3,8,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::andréa,KL29,Koh-Lanta : La Revanche des 4 Terres,Andréa,4,8,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::andréa,KL29,Koh-Lanta : La Revanche des 4 Terres,Andréa,5,8,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::andréa,KL29,Koh-Lanta : La Revanche des 4 Terres,Andréa,6,8,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::andréa,KL29,Koh-Lanta : La Revanche des 4 Terres,Andréa,7,8,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::andréa,KL29,Koh-Lanta : La Revanche des 4 Terres,Andréa,8,8,1,1,VOTE_CONSEIL,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::adrien,KL29,Koh-Lanta : La Revanche des 4 Terres,Adrien,1,8,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::adrien,KL29,Koh-Lanta : La Revanche des 4 Terres,Adrien,2,8,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::adrien,KL29,Koh-Lanta : La Revanche des 4 Terres,Adrien,3,8,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::adrien,KL29,Koh-Lanta : La Revanche des 4 Terres,Adrien,4,8,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::adrien,KL29,Koh-Lanta : La Revanche des 4 Terres,Adrien,5,8,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::adrien,KL29,Koh-Lanta : La Revanche des 4 Terres,Adrien,6,8,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::adrien,KL29,Koh-Lanta : La Revanche des 4 Terres,Adrien,7,8,1,0,,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::adrien,KL29,Koh-Lanta : La Revanche des 4 Terres,Adrien,8,8,1,1,VOTE_CONSEIL,1,Homme,0.0,Profil non physique,18-25,18–25 ans
KL29::frédéric,KL29,Koh-Lanta : La Revanche des 4 Terres,Frédéric,1,9,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::frédéric,KL29,Koh-Lanta : La Revanche des 4 Terres,Frédéric,2,9,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::frédéric,KL29,Koh-Lanta : La Revanche des 4 Terres,Frédéric,3,9,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::frédéric,KL29,Koh-Lanta : La Revanche des 4 Terres,Frédéric,4,9,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::frédéric,KL29,Koh-Lanta : La Revanche des 4 Terres,Frédéric,5,9,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::frédéric,KL29,Koh-Lanta : La Revanche des 4 Terres,Frédéric,6,9,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::frédéric,KL29,Koh-Lanta : La Revanche des 4 Terres,Frédéric,7,9,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::frédéric,KL29,Koh-Lanta : La Revanche des 4 Terres,Frédéric,8,9,1,0,,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::frédéric,KL29,Koh-Lanta : La Revanche des 4 Terres,Frédéric,9,9,1,1,MEDICAL,1,Homme,0.0,Profil non physique,42+,42 ans et plus
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,1,10,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,2,10,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,3,10,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,4,10,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,5,10,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,6,10,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,7,10,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,8,10,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,9,10,1,0,,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::jessica,KL29,Koh-Lanta : La Revanche des 4 Terres,Jessica,10,10,1,1,ELIMINATION_CHALLENGE,0,Femme,0.0,Profil non physique,34-41,34–41 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,1,11,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,2,11,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,3,11,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,4,11,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,5,11,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,6,11,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,7,11,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,8,11,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,9,11,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,10,11,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::louise,KL29,Koh-Lanta : La Revanche des 4 Terres,Louise,11,11,1,1,VOTE_CONSEIL,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,1,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,2,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,3,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,4,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,5,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,6,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,7,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,8,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,9,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,10,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,11,12,1,0,,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::joana,KL29,Koh-Lanta : La Revanche des 4 Terres,Joana,12,12,1,1,VOTE_CONSEIL,0,Femme,0.0,Profil non physique,26-33,26–33 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,1,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,2,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,3,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,4,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,5,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,6,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,7,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,8,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,9,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,10,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,11,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,12,13,1,0,,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::naïs,KL29,Koh-Lanta : La Revanche des 4 Terres,Naïs,13,13,1,1,VOTE_CONSEIL,0,Femme,0.0,Profil non physique,18-25,18–25 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,1,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,2,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,3,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,4,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,5,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,6,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,7,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,8,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,9,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,10,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,11,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,12,13,1,0,,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::pierre-marie,KL29,Koh-Lanta : La Revanche des 4 Terres,Pierre-Marie,13,13,1,1,VOTE_CONSEIL,1,Homme,0.0,Profil non physique,34-41,34–41 ans
KL29::maxime,KL29,Koh-Lanta : La Revanche des 4 Terres,Maxime,1,14,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::maxime,KL29,Koh-Lanta : La Revanche des 4 Terres,Maxime,2,14,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::maxime,KL29,Koh-Lanta : La Revanche des 4 Terres,Maxime,3,14,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::maxime,KL29,Koh-Lanta : La Revanche des 4 Terres,Maxime,4,14,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::maxime,KL29,Koh-Lanta : La Revanche des 4 Terres,Maxime,5,14,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::maxime,KL29,Koh-Lanta : La Revanche des 4 Terres,Maxime,6,14,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
KL29::maxime,KL29,Koh-Lanta : La Revanche des 4 Terres,Maxime,7,14,1,0,,1,Homme,0.0,Profil non physique,26-33,26–33 ans
