covariate,coef,exp(coef),p,exp(coef) lower 95%,exp(coef) upper 95%
gender_male,-0.13321082857341113,0.8752805385076005,0.33013786779123644,0.6694399281919133,1.1444133951784945
physical_score,-0.17525367589337007,0.8392440977673762,0.37403466010241715,0.5702626852094882,1.2350986201712264
