covariate,coef,hazard_ratio,ci_lower,ci_upper,p
physical_score,-0.38645465118266487,0.6794615374531338,0.4657839315227243,0.9911633906496252,0.04485223837032651
gender_male_new,-0.26136328526900776,0.7700011387271998,0.5754717983470884,1.0302881137601523,0.0785549315498024
age_18_25,0.533444067717324,1.7047936341438688,1.1405144271869037,2.5482547749842546,0.009293823713556361
age_34_41,0.2998585346502088,1.3496678628339713,0.9336172691128007,1.9511242992515079,0.11078562002492721
