season_name,candidate_name,interval_start_day,interval_end_day,presence_status,active_in_main_game,interval_reason,source_url,review_status
Koh-Lanta : Viêtnam,Frédérique Brugiroux,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Vivien Escouflaire,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Virginie Mercadal Pioli Returned to Game,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Alain Merdel,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Virginie Mercadal Pioli,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Marine Plissonneau Returned to Game,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Jennifer Lieutaud,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Jean-Pierre Pigato,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Audrey Perez,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Boris Deltell,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Aurélie Gasser Returned to Game,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Valentin D'Hoore,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Abdellah Akriche,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Marine Plissonneau,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Aurélie Gasser,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Laurence Pizzocchia,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Kunlé M'Babacéré Pakorona,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Véronique Prouteau Bègue,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Wafa El Mejjad,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Claude Dartois,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Viêtnam,Philippe Duron,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Lisa Legouverneur,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Catherine Diard,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Steve Lemercier,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,"Gérard ""Gégé"" Icardi",1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,"Nawal ""Naouel"" Hadjaf",1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Benoît Mahieux,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Délisia Fettache,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Caroline Matteucci,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Maxime Boulet,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Anthony Amar,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Olivier Moenaert,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Florence Delbarre Reuter,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Martin Bazin Returned to Game,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Virginie Jarry,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Patricia Morel,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Alexandra Pouillon,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Martin Bazin,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Ella Gbezan,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Laurent Maistret,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Teheiura Teahui,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Raja Ampat,Gérard Urdampilleta,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Mélanie,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Mickaël,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Sara [ N 1 ],1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Nadine,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Élodie,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Marie [ N 2 ],1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Anthony,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Javier [ N 3 ],1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Namadia [ N 4 ],1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Marylou,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Catherine,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Camille,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Charles,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Thierry,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Myriam,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Bernard,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Philippe [ N 5 ],1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Vanessa,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Brice [ N 6 ],1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Malaisie,Ugo [ N 7 ],1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Babeth Delettre,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Marie-Anne Queniart,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Benoît Jorion-Fahy,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Manon Allender,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Isabelle Haouzi Returned to Game,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Loïc Crespin,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Isabelle Haouzi,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Christophe Pendon Returned to Game,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Margot Perrot Houwaer,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Alban Pellegrin,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Jeff Santiago Returned to Game,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Corinne Bargoin Samuelian,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Cédric Giosserand-Lucas,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Charlaine Cuny,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Nessim Kouachi,1,,STANDARD,True,Présence standard,,VALIDATED
Koh-Lanta : Johor,Jeff Santiago,1,,STANDARD,True,Présence standard,,VALIDATED
