season_name,candidate_name,profession_normalized,profile_documentation_sufficient,physical_score,physical_positive_reason,physical_zero_reason,physical_score_justification,external_research_required,audit_status,audit_warning
Koh-Lanta : Les Armes secrètes,Candice,Instructrice de survie,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Gabin,Saisonnier,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Aurélien,Pharmacien,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Frédéric,Restaurateur,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Hervé,Boulanger,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Mathieu,Élagueur,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Shanice,Chef de projet en marketing social,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Myriam,Professeur d'anglais,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Vincent,Analyste financier,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Laëtitia,Employée multi-services,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Thomas,Chauffeur-routier,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Flavio,Directeur de centre de loisirs,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Magali,Coach sportive,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Arnaud,Maraîcher,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Laure,Agricultrice,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Armes secrètes,Jonathan,Moniteur d'escalade,True,1.0,STRENGTH_OR_COMBAT_SPORT,,Sport exigeant documenté: Moniteur d'escalade,False,PASS,
Koh-Lanta : Les Armes secrètes,Lucie,Championne de MMA,True,1.0,DIRECT_PHYSICAL_PROFESSION,,Profession physique directe: Championne de MMA,False,PASS,
Koh-Lanta : Les Armes secrètes,Maxine,Journaliste sportive,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Steve Grenier,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Alicia Bouly,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Nathalie Suhard,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,William Plancq,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Alexis Tchernychev,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Émilie Clavis,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Sarah Diawara,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Maxime Barbet,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Ricky Poyet,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Léa Notardonato,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Océane Montenegro,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Cécile Poprawa,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Sébastien Cazaux Returned to Game,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Aurélien Dulau,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Jean Belmonte,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Mégane Rouland,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,David Murail,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Sébastien Cazaux,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Amri Madani,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Pauline Bonneil,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Julie Rignault,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Meïssa Seck,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Les Chasseurs d'Immunité,Léa Sahin,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Mélanie,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Mickaël,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Sara [ N 1 ],nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Nadine,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Élodie,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Marie [ N 2 ],nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Anthony,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Javier [ N 3 ],nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Namadia [ N 4 ],nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Marylou,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Catherine,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Camille,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Charles,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Thierry,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Myriam,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Bernard,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Philippe [ N 5 ],nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Vanessa,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Brice [ N 6 ],nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Malaisie,Ugo [ N 7 ],nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
KL KL02,Xavier,Tambor,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Caroline Mercier,Mornant,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Céline Genty,Paris,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Nelly,Toulouse,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Pierre,Bordeaux,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Jacky,Brignoles,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Adonis,Lille,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Jimmy,Noisy-le-Grand,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Béatrice,Paris,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,François-Xavier,Bandol,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Isabelle,Rueil-Malmaison,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Maud,Nice,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Marianne,Nantes,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Bernard,Mauléon-Licharre,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Nicolas Roy,Lyon,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL02,Amel Fatnassi,Bressuire,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Ali,Guntao,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Pascale,Stains,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Marie-Laure,Semussac,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Mélanie,Paris,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Véronique Barriol,Besançon,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Chloé,Lille,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Érick,Rouen,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Filomène,Nîmes,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Adrien,Boulogne-Billancourt,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Grégoire,Guntao,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Laurent,Modane,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Patrick,Orgeval,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Simon,Sète,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Maryline,Villeneuve d'Ascq,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Kévin Cuoco,Narbonne,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL07,Jade Handi,Sainghin-en-Weppes,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
Koh-Lanta : Raja Ampat,Lisa Legouverneur,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Catherine Diard,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Steve Lemercier,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,"Gérard ""Gégé"" Icardi",nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,"Nawal ""Naouel"" Hadjaf",nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Benoît Mahieux,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Délisia Fettache,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Caroline Matteucci,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Maxime Boulet,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Anthony Amar,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Olivier Moenaert,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Florence Delbarre Reuter,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Virginie Jarry,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Patricia Morel,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Alexandra Pouillon,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Martin Bazin,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Ella Gbezan,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Laurent Maistret,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Teheiura Teahui,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Raja Ampat,Gérard Urdampilleta,nan,False,,,,Données locales insuffisantes pour le score physique,True,PASS,
Koh-Lanta : Thaïlande,Charlie Vincent-Mussard,nan,True,0.0,,NO_QUALIFYING_PHYSICAL_INDICATOR,,False,PASS,
Koh-Lanta : Thaïlande,Laurence Corbellotti,nan,True,0.0,,NO_QUALIFYING_PHYSICAL_INDICATOR,,False,PASS,
Koh-Lanta : Thaïlande,Marius Torterat,nan,True,0.0,,NO_QUALIFYING_PHYSICAL_INDICATOR,,False,PASS,
Koh-Lanta : Thaïlande,Céline Parat-Yeghiayan,nan,True,1.0,ENDURANCE_TRAINING,,,False,PASS,
Koh-Lanta : Thaïlande,Huw Francis,nan,True,1.0,MULTIPLE_QUALIFYING_INDICATORS,,,False,PASS,
Koh-Lanta : Thaïlande,Carole Poncelet,nan,True,1.0,HIGH_PHYSICAL_TRAINING,,,False,PASS,
Koh-Lanta : Thaïlande,"Laurence ""Lolo"" Facione",nan,True,1.0,DIRECT_PHYSICAL_PROFESSION,,,False,PASS,
Koh-Lanta : Thaïlande,Amir Doukhan,nan,True,0.0,,NO_QUALIFYING_PHYSICAL_INDICATOR,,False,PASS,
Koh-Lanta : Thaïlande,Cassandre Girard,nan,True,0.0,,NO_QUALIFYING_PHYSICAL_INDICATOR,,False,PASS,
Koh-Lanta : Thaïlande,Romain Palazzetti,nan,True,1.0,MUSCULAR_BUILD,,,False,PASS,
Koh-Lanta : Thaïlande,Julien Castro,nan,True,0.0,,NO_QUALIFYING_PHYSICAL_INDICATOR,,False,PASS,
Koh-Lanta : Thaïlande,Laureen Hugel,nan,True,0.0,,NO_QUALIFYING_PHYSICAL_INDICATOR,,False,PASS,
Koh-Lanta : Thaïlande,Steve Best,nan,True,0.0,,NO_QUALIFYING_PHYSICAL_INDICATOR,,False,PASS,
Koh-Lanta : Thaïlande,Carine Cazals,nan,True,1.0,HIGH_PHYSICAL_TRAINING,,,False,PASS,
Koh-Lanta : Thaïlande,Karima Neggaz,nan,True,1.0,DIRECT_PHYSICAL_PROFESSION,,,False,PASS,
Koh-Lanta : Thaïlande,Nicolas Rouyé,nan,True,1.0,MUSCULAR_BUILD,,,False,PASS,
Koh-Lanta : Thaïlande,Alain Chrisostome,nan,True,1.0,STRENGTH_OR_COMBAT_SPORT,,,False,PASS,
Koh-Lanta : Thaïlande,Cécilia Siharaj,nan,True,1.0,MULTIPLE_QUALIFYING_INDICATORS,,,False,PASS,
Koh-Lanta : Thaïlande,Gabriel Gubbels,nan,True,1.0,DIRECT_PHYSICAL_PROFESSION,,,False,PASS,
Koh-Lanta : Thaïlande,Pascal Salviani,nan,True,0.0,,NO_QUALIFYING_PHYSICAL_INDICATOR,,False,PASS,
Koh-Lanta : Thaïlande,Wendy Gervois,nan,True,1.0,STRENGTH_OR_COMBAT_SPORT,,,False,PASS,
KL KL01,Marie,Saint-Marcellin,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Guillaume Noël,Saint-Brieuc,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Jean-Luc,Toulon,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Gaël,Brest,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Harry,Marseille,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Sandra,Athis-Mons,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,David,Estérençuby,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Stéphane,Nanterre,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Géraldine Drouhet,Avignon,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Michèle,Toulon-sur-Allier,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,William,Tours,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Françoise,Arras,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Romain,Vigneux-sur-Seine,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Patricia,La Garenne-Colombes,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Guénaëlle Biras,Paris,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
KL KL01,Gilles Nicolet,Bordeaux,True,0.0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Profil documenté, aucun indicateur physique qualifiant",False,PASS,
