season_id,season_name,season_year,season_url,candidate_name,gender_raw,age_raw,profession_raw,final_position_raw,final_exit_order,final_exit_order_normalized,departure_day_raw,departure_description_raw,departure_type_normalized,departure_category,departure_model_category,departure_classification_reason,needs_departure_enrichment,departure_is_definitive,returned_to_game,first_exit_order,second_exit_order,returned_after_medical_replacement,same_day_exit_group,exit_order_ambiguity,exit_order_review_required,analysis_exit_order,analysis_exit_rule,all_cause_exit_event,censored_at_end,source_row_number,scraped_at,candidate_name_normalized,candidate_season_key,had_temporary_elimination,first_exit_type,first_exit_model_category,first_exit_description,final_exit_type,final_exit_model_category,final_exit_description,model_exit_order,model_exit_type,model_exit_category,physical_score,physical_score_justification,physical_score_sources
KL03,Koh-Lanta : Bocas del Toro,2003,https://en.wikipedia.org/wiki/Koh-Lanta:_Bocas_del_Toro,Moundir Zoughari,,,,INDETERMINE,14,0.764706,,,INDETERMINE,INDETERMINE,INDETERMINE,Données vérifiées manuellement,True,True,False,14,,False,,False,False,14.0,STANDARD,1,False,14,2026-07-21T15:05:41.247265,moundir zoughari,KL03::moundir zoughari,,,,,,,,,,,,,
KL03,Koh-Lanta : Bocas del Toro,2003,https://en.wikipedia.org/wiki/Koh-Lanta:_Bocas_del_Toro,Antoine Sanchez,,,,INDETERMINE,15,0.823529,,,INDETERMINE,INDETERMINE,INDETERMINE,Données vérifiées manuellement,True,True,False,15,,False,,False,False,15.0,STANDARD,1,False,15,2026-07-21T15:05:41.247265,antoine sanchez,KL03::antoine sanchez,,,,,,,,,,,,,
KL03,Koh-Lanta : Bocas del Toro,2003,https://en.wikipedia.org/wiki/Koh-Lanta:_Bocas_del_Toro,Moussa Niangane,,,,INDETERMINE,16,0.882353,,,INDETERMINE,INDETERMINE,INDETERMINE,Données vérifiées manuellement,True,True,False,16,,False,,False,False,16.0,STANDARD,1,False,16,2026-07-21T15:05:41.247265,moussa niangane,KL03::moussa niangane,,,,,,,,,,,,,
KL03,Koh-Lanta : Bocas del Toro,2003,https://en.wikipedia.org/wiki/Koh-Lanta:_Bocas_del_Toro,Delphine Bano,,,,CO_VAINQUEUR,17,0.941176,,,CO_VAINQUEUR,FIN_DE_JEU,AUTRE_SORTIE,Données vérifiées manuellement,False,True,False,17,,False,,False,False,17.0,STANDARD,0,True,17,2026-07-21T15:05:41.247265,delphine bano,KL03::delphine bano,,,,,,,,,,,,,
KL03,Koh-Lanta : Bocas del Toro,2003,https://en.wikipedia.org/wiki/Koh-Lanta:_Bocas_del_Toro,Isabelle Seguin,,,,CO_VAINQUEUR,18,1.0,,,CO_VAINQUEUR,FIN_DE_JEU,AUTRE_SORTIE,Données vérifiées manuellement,False,True,False,18,,False,,False,False,18.0,STANDARD,0,True,18,2026-07-21T15:05:41.247265,isabelle seguin,KL03::isabelle seguin,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Valérie,,,Mingao,INDETERMINE,1,0.0,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,1,,False,,False,False,1.0,STANDARD,1,False,1,2026-07-21T01:58:33.757677,valérie,KL08::valérie,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Céga,,43.0,Paris,INDETERMINE,2,0.0625,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,2,,False,,False,False,2.0,STANDARD,1,False,2,2026-07-21T01:58:33.757677,céga,KL08::céga,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Irya,,24.0,La Courneuve,INDETERMINE,3,0.125,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,3,,False,,False,False,3.0,STANDARD,1,False,3,2026-07-21T01:58:33.757677,irya,KL08::irya,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Morgane,,23.0,Créteil,INDETERMINE,4,0.1875,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,4,,False,,False,False,4.0,STANDARD,1,False,4,2026-07-21T01:58:33.757677,morgane,KL08::morgane,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Jessica,,33.0,Landivisiau,INDETERMINE,5,0.25,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,5,,False,,False,False,5.0,STANDARD,1,False,5,2026-07-21T01:58:33.757677,jessica,KL08::jessica,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Alain,,21.0,Bouzigues,INDETERMINE,6,0.3125,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,6,,False,,False,False,6.0,STANDARD,1,False,6,2026-07-21T01:58:33.757677,alain,KL08::alain,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Jean-Bernard,,41.0,Grenoble,INDETERMINE,7,0.375,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,7,,False,,False,False,7.0,STANDARD,1,False,7,2026-07-21T01:58:33.757677,jean-bernard,KL08::jean-bernard,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Christopher,,40.0,Marseille,INDETERMINE,8,0.4375,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,8,,False,,False,False,8.0,STANDARD,1,False,8,2026-07-21T01:58:33.757677,christopher,KL08::christopher,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Christophe,,,Day 21,INDETERMINE,9,0.5,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,9,,False,,False,False,9.0,STANDARD,1,False,9,2026-07-21T01:58:33.757677,christophe,KL08::christophe,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Charlène,,25.0,Nogent-sur-Marne,INDETERMINE,10,0.5625,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,10,,False,,False,False,10.0,STANDARD,1,False,10,2026-07-21T01:58:33.757677,charlène,KL08::charlène,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Hakim,,39.0,Neuville-en-Avesnois,INDETERMINE,11,0.625,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,11,,False,,False,False,11.0,STANDARD,1,False,11,2026-07-21T01:58:33.757677,hakim,KL08::hakim,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Régis,,20.0,Strasbourg,INDETERMINE,12,0.6875,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,12,,False,,False,False,12.0,STANDARD,1,False,12,2026-07-21T01:58:33.757677,régis,KL08::régis,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Carole,,38.0,Nantes,INDETERMINE,13,0.75,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,13,,False,,False,False,13.0,STANDARD,1,False,13,2026-07-21T01:58:33.757677,carole,KL08::carole,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Nathalie,,56.0,Pézenas,INDETERMINE,14,0.8125,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,14,,False,,False,False,14.0,STANDARD,1,False,14,2026-07-21T01:58:33.757677,nathalie,KL08::nathalie,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Bertrand,,41.0,La Limouzinière,INDETERMINE,15,0.875,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,15,,False,,False,False,15.0,STANDARD,1,False,15,2026-07-21T01:58:33.757677,bertrand,KL08::bertrand,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Frédéric Favier,,29.0,Montfermeil,FINALISTE,16,0.9375,,FINALISTE,FINALISTE,FIN_DE_JEU,AUTRE_SORTIE,Extrait du tableau des votes Wikipedia,False,True,False,16,,False,,False,False,16.0,STANDARD,1,False,16,2026-07-21T01:58:33.757677,frédéric favier,KL08::frédéric favier,,,,,,,,,,,,,
KL08,KL KL08,2008,https://en.wikipedia.org/wiki/Koh-Lanta:_Caramoan,Christelle Gauzet,,32.0,Perpignan,VAINQUEUR,17,1.0,,VAINQUEUR,VAINQUEUR,FIN_DE_JEU,AUTRE_SORTIE,Extrait du tableau des votes Wikipedia,False,True,False,17,,False,,False,False,17.0,STANDARD,0,True,17,2026-07-21T01:58:33.757677,christelle gauzet,KL08::christelle gauzet,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Babeth Delettre,,52,,1st Voted Out Day 3,1,0.0,,1st Voted Out Day 3,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,1,,False,,False,False,1.0,STANDARD,1,False,1,2026-07-21T02:14:09.071230,babeth delettre,KL17::babeth delettre,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Marie-Anne Queniart,,38,,2nd Voted Out Day 6,2,0.052632,,2nd Voted Out Day 6,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,2,,False,,False,False,2.0,STANDARD,1,False,2,2026-07-21T02:14:09.071230,marie-anne queniart,KL17::marie-anne queniart,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Benoît Jorion-Fahy,,27,,3rd Voted Out Day 9,3,0.105263,,3rd Voted Out Day 9,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,3,,False,,False,False,3.0,STANDARD,1,False,3,2026-07-21T02:14:09.071230,benoît jorion-fahy,KL17::benoît jorion-fahy,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Manon Allender,,24,,Left Competition Day 12,4,0.157895,,Left Competition Day 12,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,True,True,False,4,,False,,False,False,4.0,STANDARD,1,False,4,2026-07-21T02:14:09.071230,manon allender,KL17::manon allender,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Loïc Crespin,,20,,Medically evacuated Day 13,5,0.210526,,Medically evacuated Day 13,ABANDON_MEDICAL,INDETERMINE,AUTRE_SORTIE,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,5,,False,,False,False,5.0,STANDARD,1,False,5,2026-07-21T02:14:09.071230,loïc crespin,KL17::loïc crespin,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Isabelle Haouzi,,54,,5th Voted Out Day 15,6,0.263158,,5th Voted Out Day 15,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,6,,False,,False,False,6.0,STANDARD,1,False,6,2026-07-21T02:14:09.071230,isabelle haouzi,KL17::isabelle haouzi,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Margot Perrot Houwaer,,22,,Medically evacuated Day 19,7,0.315789,,Medically evacuated Day 19,ABANDON_MEDICAL,INDETERMINE,AUTRE_SORTIE,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,7,,False,,False,False,7.0,STANDARD,1,False,7,2026-07-21T02:14:09.071230,margot perrot houwaer,KL17::margot perrot houwaer,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Alban Pellegrin,,28,,7th Voted Out 1st jury member Day 19,8,0.368421,,7th Voted Out 1st jury member Day 19,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,8,,False,,False,False,8.0,STANDARD,1,False,8,2026-07-21T02:14:09.071230,alban pellegrin,KL17::alban pellegrin,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Corinne Bargoin Samuelian,,45,,Medically evacuated 2nd jury member Day 21,9,0.421053,,Medically evacuated 2nd jury member Day 21,ABANDON_MEDICAL,INDETERMINE,AUTRE_SORTIE,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,9,,False,,False,False,9.0,STANDARD,1,False,9,2026-07-21T02:14:09.071230,corinne bargoin samuelian,KL17::corinne bargoin samuelian,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Cédric Giosserand-Lucas,,36,,9th Voted Out 3rd jury member Day 23,10,0.473684,,9th Voted Out 3rd jury member Day 23,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,10,,False,,False,False,10.0,STANDARD,1,False,10,2026-07-21T02:14:09.071230,cédric giosserand-lucas,KL17::cédric giosserand-lucas,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Charlaine Cuny,,21,,10th Voted Out 4th jury member Day 26,11,0.526316,,10th Voted Out 4th jury member Day 26,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,11,,False,,False,False,11.0,STANDARD,1,False,11,2026-07-21T02:14:09.071230,charlaine cuny,KL17::charlaine cuny,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Nessim Kouachi,,26,,11th Voted Out 5th jury member Day 26,12,0.578947,,11th Voted Out 5th jury member Day 26,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,12,,False,,False,False,12.0,STANDARD,1,False,12,2026-07-21T02:14:09.071230,nessim kouachi,KL17::nessim kouachi,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Jeff Santiago,,32,,12th Voted Out 6th jury member Day 29,13,0.631579,,12th Voted Out 6th jury member Day 29,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,13,,False,,False,False,13.0,STANDARD,1,False,13,2026-07-21T02:14:09.071230,jeff santiago,KL17::jeff santiago,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Christophe Pendon,,30,,13th Voted Out 7th jury member Day 32,14,0.684211,,13th Voted Out 7th jury member Day 32,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,14,,False,,False,False,14.0,STANDARD,1,False,14,2026-07-21T02:14:09.071230,christophe pendon,KL17::christophe pendon,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Jessica Potel,,31,,14th Voted Out 8th jury member Day 34,15,0.736842,,14th Voted Out 8th jury member Day 34,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,15,,False,,False,False,15.0,STANDARD,1,False,15,2026-07-21T02:14:09.071230,jessica potel,KL17::jessica potel,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Sébastien Ballesteros,,25,,15th Voted Out 9th jury member Day 37,16,0.789474,,15th Voted Out 9th jury member Day 37,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,16,,False,,False,False,16.0,STANDARD,1,False,16,2026-07-21T02:14:09.071230,sébastien ballesteros,KL17::sébastien ballesteros,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Bruno Peisey,,52,,Lost Challenge 10th jury member Day 38,17,0.842105,,Lost Challenge 10th jury member Day 38,EPREUVE_ELIMINATOIRE,INDETERMINE,EPREUVE,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,17,,False,,False,False,17.0,STANDARD,1,False,17,2026-07-21T02:14:09.071230,bruno peisey,KL17::bruno peisey,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Mélissa Bastin,,28,,15th Voted Out 11th jury member Day 39,18,0.894737,,15th Voted Out 11th jury member Day 39,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,18,,False,,False,False,18.0,STANDARD,1,False,18,2026-07-21T02:14:09.071230,mélissa bastin,KL17::mélissa bastin,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Chantel Ménard,,45,,Runner-up Day 40,19,0.947368,,Runner-up Day 40,FINALISTE,FIN_DE_JEU,AUTRE_SORTIE,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,19,,False,,False,False,19.0,STANDARD,1,False,19,2026-07-21T02:14:09.071230,chantel ménard,KL17::chantel ménard,,,,,,,,,,,,,
KL17,Koh-Lanta : Johor,2015,https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,Marc Rambaud,,43,,Sole Survivor Day 40,20,1.0,,Sole Survivor Day 40,VAINQUEUR,FIN_DE_JEU,AUTRE_SORTIE,Source: https://en.wikipedia.org/wiki/Koh-Lanta:_Johor,False,True,False,20,,False,,False,False,20.0,STANDARD,0,True,20,2026-07-21T02:14:09.071230,marc rambaud,KL17::marc rambaud,,,,,,,,,,,,,
KL31,Koh-Lanta : L'Île au trésor,2016,https://en.wikipedia.org/wiki/Koh-Lanta:_L%27%C3%8Ele_au_Tr%C3%A9sor,Myriam Zenasni,,36,,1st Voted Out Day 3,1,0.0,Day 3,1st Voted Out Day 3,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,1,,False,,False,False,1.0,STANDARD,1,False,1,2026-07-20T16:48:50.641302+00:00,myriam zenasni,KL31::myriam zenasni,,,,,,,,,,,,,
KL31,Koh-Lanta : L'Île au trésor,2016,https://en.wikipedia.org/wiki/Koh-Lanta:_L%27%C3%8Ele_au_Tr%C3%A9sor,Amandine Schmitt,,33,,2nd Voted Out Day 6,2,0.052632,Day 6,2nd Voted Out Day 6,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,2,,False,,False,False,2.0,STANDARD,1,False,2,2026-07-20T16:48:50.641302+00:00,amandine schmitt,KL31::amandine schmitt,,,,,,,,,,,,,
KL31,Koh-Lanta : L'Île au trésor,2016,https://en.wikipedia.org/wiki/Koh-Lanta:_L%27%C3%8Ele_au_Tr%C3%A9sor,Sophie Le Nestic Sabattier,,48,,3rd Voted Out Day 9,3,0.105263,Day 9,3rd Voted Out Day 9,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,3,,False,,False,False,3.0,STANDARD,1,False,3,2026-07-20T16:48:50.641302+00:00,sophie le nestic sabattier,KL31::sophie le nestic sabattier,,,,,,,,,,,,,
KL31,Koh-Lanta : L'Île au trésor,2016,https://en.wikipedia.org/wiki/Koh-Lanta:_L%27%C3%8Ele_au_Tr%C3%A9sor,Sandrine Bouzekri,,33,,4th Voted Out Day 12,4,0.157895,Day 12,4th Voted Out Day 12,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,4,,False,,False,False,4.0,STANDARD,1,False,4,2026-07-20T16:48:50.641302+00:00,sandrine bouzekri,KL31::sandrine bouzekri,,,,,,,,,,,,,
