season_name,candidate_name,final_exit_order,departure_description_raw,departure_type_normalized,departure_model_category,all_cause_exit_event,censored_at_end,returned_after_medical_replacement,needs_departure_enrichment,audit_status,audit_warning
Koh-Lanta : Le Feu Sacré,Célia,1,Éliminée [ 11 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Emin,2,Éliminé [ 12 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Alexandre,3,Éliminé [ 13 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Élodie,4,Éliminée [ 14 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Benjamin,5,Abandon volontaire [ 15 ],ABANDON_VOLONTAIRE,AUTRE_SORTIE,1,False,False,False,PASS,
Koh-Lanta : Le Feu Sacré,Martin,6,Abandon médical [ 16 ],ABANDON_MEDICAL,AUTRE_SORTIE,1,False,False,False,PASS,
Koh-Lanta : Le Feu Sacré,Christine,7,Éliminée [ 17 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Rudy,8,Éliminé [ 18 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Grâce,9,"Abandon volontaire [ 19 ] , [ n 1 ]",ABANDON_VOLONTAIRE,AUTRE_SORTIE,1,False,False,False,PASS,
Koh-Lanta : Le Feu Sacré,Anne-Sophie,10,Éliminée [ 20 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Helena,11,Éliminée [ 21 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Gilles,12,Éliminé [ 22 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Clémence,13,Éliminée [ 23 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Esteban,14,Éliminé [ 24 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
Koh-Lanta : Le Feu Sacré,Laura,15,Éliminée [ 25 ],INDETERMINE,AUTRE_SORTIE,1,False,False,True,PASS_WITH_WARNING,INDETERMINE
