season_id,season_name,season_year,source_url,source_language,scrape_status,candidate_count,expected_candidate_count_if_known,gender_coverage,age_coverage,profession_coverage,departure_coverage,winner_count,indeterminate_departure_count,duplicate_candidate_count,return_case_count,exit_order_ambiguity_count,manual_review_required,warnings
KL26,Koh-Lanta : Le Feu Sacré,2023,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Le_Feu_Sacr%C3%A9,fr,SUCCESS,20,,20,20,20,20,1,15,0,0,0,False,15 INDETERMINE flagged
KL27,Koh-Lanta : Les Chasseurs d'Immunité,2024,https://en.wikipedia.org/wiki/Koh-Lanta:_Les_Chasseurs_d%27Immunit%C3%A9,en,SUCCESS,23,,0,22,0,23,1,3,0,0,11,False,3 INDETERMINE flagged
KL29,Koh-Lanta : La Revanche des 4 Terres,2025,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Revanche_des_4_Terres,fr,PARTIAL,24,,24,24,24,24,1,19,0,0,0,True,Unexplained duplicates: 2; 19 INDETERMINE flagged
