season_id,season_name,season_year,season_url,candidate_name,gender_raw,age_raw,profession_raw,final_position_raw,final_exit_order,final_exit_order_normalized,departure_day_raw,departure_description_raw,departure_type_normalized,departure_category,departure_model_category,departure_classification_reason,needs_departure_enrichment,departure_is_definitive,returned_to_game,first_exit_order,second_exit_order,returned_after_medical_replacement,same_day_exit_group,exit_order_ambiguity,exit_order_review_required,analysis_exit_order,analysis_exit_rule,all_cause_exit_event,censored_at_end,source_row_number,scraped_at
KL33,Koh-Lanta : Les Armes secrètes,2021,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_Armes_secr%C3%A8tes,Sylviane,F,44 ans,Maître-nageur,"Éliminée [ 17 ] , [ 18 ] , [ 19 ] , [ 20 ]",1,0.0,,"Éliminée [ 17 ] , [ 18 ] , [ 19 ] , [ 20 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé(e) sans précision du mécanisme (conseil, ambassadeurs, etc.)",True,True,False,1,,False,,False,False,1,STANDARD,1,False,1,2026-07-20T16:48:52.203864+00:00
KL33,Koh-Lanta : Les Armes secrètes,2021,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_Armes_secr%C3%A8tes,Marie,F,25 ans,Étudiante en événementiel,"Éliminée [ 21 ] , [ 22 ] , [ 23 ] , [ 24 ] , [ 25 ]",2,0.05,,"Éliminée [ 21 ] , [ 22 ] , [ 23 ] , [ 24 ] , [ 25 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé(e) sans précision du mécanisme (conseil, ambassadeurs, etc.)",True,True,False,2,,False,,False,False,2,STANDARD,1,False,2,2026-07-20T16:48:52.203864+00:00
KL33,Koh-Lanta : Les Armes secrètes,2021,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_Armes_secr%C3%A8tes,Élodie,F,35 ans,Coach sportive,"Éliminée [ 26 ] , [ 27 ] , [ 28 ] , [ 29 ] , [ 30 ]",3,0.1,,"Éliminée [ 26 ] , [ 27 ] , [ 28 ] , [ 29 ] , [ 30 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé(e) sans précision du mécanisme (conseil, ambassadeurs, etc.)",True,True,False,3,,False,,False,False,3,STANDARD,1,False,3,2026-07-20T16:48:52.203864+00:00
KL33,Koh-Lanta : Les Armes secrètes,2021,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_Armes_secr%C3%A8tes,Candice,F,25 ans,Instructrice de survie,"Éliminée [ 31 ] , [ 32 ] , [ 33 ] , [ 34 ] , [ 35 ]",4,0.15,,"Éliminée [ 31 ] , [ 32 ] , [ 33 ] , [ 34 ] , [ 35 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé(e) sans précision du mécanisme (conseil, ambassadeurs, etc.)",True,True,False,4,,False,,False,False,4,STANDARD,1,False,4,2026-07-20T16:48:52.203864+00:00
KL33,Koh-Lanta : Les Armes secrètes,2021,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_Armes_secr%C3%A8tes,Gabin,M,27 ans,Saisonnier,"Abandon médical [ 36 ] , [ 37 ] , [ 38 ] , [ 39 ] , [ 40 ]",5,0.2,,"Abandon médical [ 36 ] , [ 37 ] , [ 38 ] , [ 39 ] , [ 40 ]",ABANDON_MEDICAL,SANTE_ABANDON,AUTRE_SORTIE,Abandon médical explicitement indiqué dans la source,False,True,False,5,,False,,False,False,5,STANDARD,1,False,5,2026-07-20T16:48:52.203864+00:00
KL33,Koh-Lanta : Les Armes secrètes,2021,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_Armes_secr%C3%A8tes,Aurélien,M,34 ans,Pharmacien,"Éliminé [ 41 ] , [ 42 ] , [ 43 ] , [ 44 ] , [ 45 ]",6,0.25,,"Éliminé [ 41 ] , [ 42 ] , [ 43 ] , [ 44 ] , [ 45 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé(e) sans précision du mécanisme (conseil, ambassadeurs, etc.)",True,True,False,6,,False,,False,False,6,STANDARD,1,False,6,2026-07-20T16:48:52.203864+00:00
KL33,Koh-Lanta : Les Armes secrètes,2021,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_Armes_secr%C3%A8tes,Frédéric,M,48 ans,Restaurateur,"Éliminé [ 46 ] , [ 47 ] , [ 48 ] , [ 49 ] , [ 50 ]",7,0.3,,"Éliminé [ 46 ] , [ 47 ] , [ 48 ] , [ 49 ] , [ 50 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé(e) sans précision du mécanisme (conseil, ambassadeurs, etc.)",True,True,False,7,,False,,False,False,7,STANDARD,1,False,7,2026-07-20T16:48:52.203864+00:00
KL33,Koh-Lanta : Les Armes secrètes,2021,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_Armes_secr%C3%A8tes,Hervé,M,44 ans,Boulanger,"Éliminé [ 51 ] , [ 52 ] , [ 53 ] , [ 54 ] , [ 55 ]",8,0.35,,"Éliminé [ 51 ] , [ 52 ] , [ 53 ] , [ 54 ] , [ 55 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé(e) sans précision du mécanisme (conseil, ambassadeurs, etc.)",True,True,False,8,,False,,False,False,8,STANDARD,1,False,8,2026-07-20T16:48:52.203864+00:00
KL33,Koh-Lanta : Les Armes secrètes,2021,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_Armes_secr%C3%A8tes,Mathieu,M,29 ans,Élagueur,"Éliminé [ 56 ] , [ 57 ] , [ 58 ] , [ 59 ] , [ 60 ]",9,0.4,,"Éliminé [ 56 ] , [ 57 ] , [ 58 ] , [ 59 ] , [ 60 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé(e) sans précision du mécanisme (conseil, ambassadeurs, etc.)",True,True,False,9,,False,,False,False,9,STANDARD,1,False,9,2026-07-20T16:48:52.203864+00:00
KL33,Koh-Lanta : Les Armes secrètes,2021,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Les_Armes_secr%C3%A8tes,Shanice,F,26 ans,Chef de projet en marketing social,"Éliminée [ 61 ] , [ 62 ] , [ 63 ] , [ 64 ] , [ 65 ]",10,0.45,,"Éliminée [ 61 ] , [ 62 ] , [ 63 ] , [ 64 ] , [ 65 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,"Éliminé(e) sans précision du mécanisme (conseil, ambassadeurs, etc.)",True,True,False,10,,False,,False,False,10,STANDARD,1,False,10,2026-07-20T16:48:52.203864+00:00
