mechanism,mechanism_label,analysis_type,variable,option,exposed,events,conditional_probability,ci95_lower,ci95_upper
AMBASSADEURS,Ambassadeurs,RISK_SET_APPROXIMATE,Sexe,Femme,61,2,0.03278688524590164,0.009037700815687881,0.11189700776645692
AMBASSADEURS,Ambassadeurs,RISK_SET_APPROXIMATE,Sexe,Homme,78,9,0.11538461538461539,0.06190440604142225,0.2049720968617468
