mechanism,mechanism_label,analysis_type,variable,option,exposed,events,conditional_probability,ci95_lower,ci95_upper
FINALE_POTEAUX,Poteaux,EXACT_STAGE_CONDITIONAL,Profil physique,Profil non physique,41,11,0.2682926829268293,0.15694805281336685,0.41933825276002934
FINALE_POTEAUX,Poteaux,EXACT_STAGE_CONDITIONAL,Profil physique,Profil physique,10,5,0.5,0.23658959361548731,0.7634104063845126
