mechanism,mechanism_label,analysis_type,variable,option,exposed,events,conditional_probability,ci95_lower,ci95_upper
JURY_FINAL_WIN,Victoire au jury final,EXACT_STAGE_CONDITIONAL,Âge,18–25 ans,6,2,0.3333333333333333,0.09676933255921683,0.7000116786584712
JURY_FINAL_WIN,Victoire au jury final,EXACT_STAGE_CONDITIONAL,Âge,26–33 ans,15,9,0.6,0.357464427565077,0.8017577191740534
JURY_FINAL_WIN,Victoire au jury final,EXACT_STAGE_CONDITIONAL,Âge,34–41 ans,8,7,0.875,0.5291051942301386,0.9775830911367038
JURY_FINAL_WIN,Victoire au jury final,EXACT_STAGE_CONDITIONAL,Âge,42 ans et plus,6,2,0.3333333333333333,0.09676933255921683,0.7000116786584712
