mechanism,mechanism_label,analysis_type,variable,option,exposed,events,conditional_probability,ci95_lower,ci95_upper
VOLUNTARY,Abandon volontaire,RISK_SET_ROBUST,Âge,18–25 ans,51,6,0.11764705882352941,0.05504998764172768,0.23381102297794787
VOLUNTARY,Abandon volontaire,RISK_SET_ROBUST,Âge,26–33 ans,72,2,0.027777777777777776,0.007650861466140461,0.09574358168906721
VOLUNTARY,Abandon volontaire,RISK_SET_ROBUST,Âge,34–41 ans,61,4,0.06557377049180328,0.02579328695767287,0.15683021400467229
VOLUNTARY,Abandon volontaire,RISK_SET_ROBUST,Âge,42 ans et plus,35,1,0.02857142857142857,0.005061361365853362,0.1453340909327131
