mechanism,mechanism_label,analysis_type,variable,option,exposed,events,conditional_probability,ci95_lower,ci95_upper
VOTE_CONSEIL,Conseil,RISK_SET_ROBUST,Âge,18–25 ans,486,50,0.102880658436214,0.0789112101954662,0.13307895152211763
VOTE_CONSEIL,Conseil,RISK_SET_ROBUST,Âge,26–33 ans,859,59,0.06868451688009314,0.05361998582720314,0.08758971013553207
VOTE_CONSEIL,Conseil,RISK_SET_ROBUST,Âge,34–41 ans,677,59,0.08714918759231906,0.06816422763863378,0.11079310986835755
VOTE_CONSEIL,Conseil,RISK_SET_ROBUST,Âge,42 ans et plus,414,37,0.0893719806763285,0.06553392826023086,0.12076059100257111
