mechanism,mechanism_label,analysis_type,variable,option,exposed,events,conditional_probability,ci95_lower,ci95_upper
MEDICAL,Blessure / médical,RISK_SET_ROBUST,Âge,18–25 ans,76,6,0.07894736842105263,0.03668350552145426,0.1617293519363121
MEDICAL,Blessure / médical,RISK_SET_ROBUST,Âge,26–33 ans,133,6,0.045112781954887216,0.02083692467409632,0.09492904123100854
MEDICAL,Blessure / médical,RISK_SET_ROBUST,Âge,34–41 ans,85,4,0.047058823529411764,0.018449962264952782,0.1148389474350076
MEDICAL,Blessure / médical,RISK_SET_ROBUST,Âge,42 ans et plus,66,7,0.10606060606060606,0.05233280771918243,0.20312525738814619
