mechanism,mechanism_label,analysis_type,variable,option,exposed,events,conditional_probability,ci95_lower,ci95_upper
MEDICAL,Blessure / médical,RISK_SET_ROBUST,Sexe,Femme,170,8,0.047058823529411764,0.02403524037275199,0.09010084673183055
MEDICAL,Blessure / médical,RISK_SET_ROBUST,Sexe,Homme,190,15,0.07894736842105263,0.048424060448929086,0.12615972342408888
