batch_id,batch_number,season_id,season_name,season_year,candidate_season_key,candidate_name,research_task_type,research_priority_score,external_research_priority,fields_to_complete,external_research_request,search_query_1,search_query_2,search_query_3,research_status,review_status
EXT_BATCH_003,3,KL15,Koh-Lanta : Malaisie,,KL15::sara [ n 1 ],Sara [ N 1 ],MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sara [ N 1 ] (Koh-Lanta : Malaisie, 2012)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sara [ N 1 ] (Koh-Lanta : Malaisie, 2012)","""Sara [ N 1 ]"" ""Koh-Lanta"" Koh-Lanta : Malaisie","""Sara [ N 1 ]"" Koh-Lanta  portrait métier sport","""Sara [ N 1 ]"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_003,3,KL15,Koh-Lanta : Malaisie,,KL15::nadine,Nadine,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Nadine (Koh-Lanta : Malaisie, 2012)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Nadine (Koh-Lanta : Malaisie, 2012)","""Nadine"" ""Koh-Lanta"" Koh-Lanta : Malaisie","""Nadine"" Koh-Lanta  portrait métier sport","""Nadine"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_003,3,KL15,Koh-Lanta : Malaisie,,KL15::élodie,Élodie,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Élodie (Koh-Lanta : Malaisie, 2012)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Élodie (Koh-Lanta : Malaisie, 2012)","""Élodie"" ""Koh-Lanta"" Koh-Lanta : Malaisie","""Élodie"" Koh-Lanta  portrait métier sport","""Élodie"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_003,3,KL15,Koh-Lanta : Malaisie,,KL15::marie [ n 2 ],Marie [ N 2 ],MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Marie [ N 2 ] (Koh-Lanta : Malaisie, 2012)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Marie [ N 2 ] (Koh-Lanta : Malaisie, 2012)","""Marie [ N 2 ]"" ""Koh-Lanta"" Koh-Lanta : Malaisie","""Marie [ N 2 ]"" Koh-Lanta  portrait métier sport","""Marie [ N 2 ]"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_003,3,KL15,Koh-Lanta : Malaisie,,KL15::anthony,Anthony,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Anthony (Koh-Lanta : Malaisie, 2012)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Anthony (Koh-Lanta : Malaisie, 2012)","""Anthony"" ""Koh-Lanta"" Koh-Lanta : Malaisie","""Anthony"" Koh-Lanta  portrait métier sport","""Anthony"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_003,3,KL15,Koh-Lanta : Malaisie,,KL15::javier [ n 3 ],Javier [ N 3 ],MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Javier [ N 3 ] (Koh-Lanta : Malaisie, 2012)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Javier [ N 3 ] (Koh-Lanta : Malaisie, 2012)","""Javier [ N 3 ]"" ""Koh-Lanta"" Koh-Lanta : Malaisie","""Javier [ N 3 ]"" Koh-Lanta  portrait métier sport","""Javier [ N 3 ]"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_003,3,KL15,Koh-Lanta : Malaisie,,KL15::namadia [ n 4 ],Namadia [ N 4 ],MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Namadia [ N 4 ] (Koh-Lanta : Malaisie, 2012)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Namadia [ N 4 ] (Koh-Lanta : Malaisie, 2012)","""Namadia [ N 4 ]"" ""Koh-Lanta"" Koh-Lanta : Malaisie","""Namadia [ N 4 ]"" Koh-Lanta  portrait métier sport","""Namadia [ N 4 ]"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_003,3,KL15,Koh-Lanta : Malaisie,,KL15::marylou,Marylou,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Marylou (Koh-Lanta : Malaisie, 2012)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Marylou (Koh-Lanta : Malaisie, 2012)","""Marylou"" ""Koh-Lanta"" Koh-Lanta : Malaisie","""Marylou"" Koh-Lanta  portrait métier sport","""Marylou"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_003,3,KL15,Koh-Lanta : Malaisie,,KL15::catherine,Catherine,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Catherine (Koh-Lanta : Malaisie, 2012)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Catherine (Koh-Lanta : Malaisie, 2012)","""Catherine"" ""Koh-Lanta"" Koh-Lanta : Malaisie","""Catherine"" Koh-Lanta  portrait métier sport","""Catherine"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_003,3,KL15,Koh-Lanta : Malaisie,,KL15::camille,Camille,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Camille (Koh-Lanta : Malaisie, 2012)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Camille (Koh-Lanta : Malaisie, 2012)","""Camille"" ""Koh-Lanta"" Koh-Lanta : Malaisie","""Camille"" Koh-Lanta  portrait métier sport","""Camille"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
