batch_id,batch_number,season_id,season_name,season_year,candidate_season_key,candidate_name,research_task_type,research_priority_score,external_research_priority,fields_to_complete,external_research_request,search_query_1,search_query_2,search_query_3,research_status,review_status
EXT_BATCH_005,5,KL25,Koh-Lanta : Le Totem Maudit,,KL25::géraldine nicolle,Géraldine Nicolle,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Géraldine Nicolle (Koh-Lanta : Le Totem Maudit, 2022)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Géraldine Nicolle (Koh-Lanta : Le Totem Maudit, 2022)","""Géraldine Nicolle"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit","""Géraldine Nicolle"" Koh-Lanta  portrait métier sport","""Géraldine Nicolle"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_005,5,KL25,Koh-Lanta : Le Totem Maudit,,KL25::bastien san pedro,Bastien San Pedro,MULTI_FIELD_RESEARCH,7,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Bastien San Pedro (Koh-Lanta : Le Totem Maudit, 2022)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Bastien San Pedro (Koh-Lanta : Le Totem Maudit, 2022)","""Bastien San Pedro"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit","""Bastien San Pedro"" Koh-Lanta  portrait métier sport","""Bastien San Pedro"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_005,5,KL25,Koh-Lanta : Le Totem Maudit,,KL25::françois descamp,François Descamp,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour François Descamp (Koh-Lanta : Le Totem Maudit, 2022)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour François Descamp (Koh-Lanta : Le Totem Maudit, 2022)","""François Descamp"" ""Koh-Lanta"" Koh-Lanta : Le Totem Maudit","""François Descamp"" Koh-Lanta  portrait métier sport","""François Descamp"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_005,5,KL27,Koh-Lanta : Les Chasseurs d'Immunité,,KL27::steve grenier,Steve Grenier,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Steve Grenier (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Steve Grenier (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","""Steve Grenier"" ""Koh-Lanta"" Koh-Lanta : Les Chasseurs d'Immunité","""Steve Grenier"" Koh-Lanta  portrait métier sport","""Steve Grenier"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_005,5,KL27,Koh-Lanta : Les Chasseurs d'Immunité,,KL27::alicia bouly,Alicia Bouly,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alicia Bouly (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alicia Bouly (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","""Alicia Bouly"" ""Koh-Lanta"" Koh-Lanta : Les Chasseurs d'Immunité","""Alicia Bouly"" Koh-Lanta  portrait métier sport","""Alicia Bouly"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_005,5,KL27,Koh-Lanta : Les Chasseurs d'Immunité,,KL27::nathalie suhard,Nathalie Suhard,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Nathalie Suhard (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Nathalie Suhard (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","""Nathalie Suhard"" ""Koh-Lanta"" Koh-Lanta : Les Chasseurs d'Immunité","""Nathalie Suhard"" Koh-Lanta  portrait métier sport","""Nathalie Suhard"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_005,5,KL27,Koh-Lanta : Les Chasseurs d'Immunité,,KL27::william plancq,William Plancq,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour William Plancq (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour William Plancq (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","""William Plancq"" ""Koh-Lanta"" Koh-Lanta : Les Chasseurs d'Immunité","""William Plancq"" Koh-Lanta  portrait métier sport","""William Plancq"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_005,5,KL27,Koh-Lanta : Les Chasseurs d'Immunité,,KL27::alexis tchernychev,Alexis Tchernychev,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alexis Tchernychev (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Alexis Tchernychev (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","""Alexis Tchernychev"" ""Koh-Lanta"" Koh-Lanta : Les Chasseurs d'Immunité","""Alexis Tchernychev"" Koh-Lanta  portrait métier sport","""Alexis Tchernychev"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_005,5,KL27,Koh-Lanta : Les Chasseurs d'Immunité,,KL27::émilie clavis,Émilie Clavis,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Émilie Clavis (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Émilie Clavis (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","""Émilie Clavis"" ""Koh-Lanta"" Koh-Lanta : Les Chasseurs d'Immunité","""Émilie Clavis"" Koh-Lanta  portrait métier sport","""Émilie Clavis"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
EXT_BATCH_005,5,KL27,Koh-Lanta : Les Chasseurs d'Immunité,,KL27::sarah diawara,Sarah Diawara,MULTI_FIELD_RESEARCH,8,HIGH,"Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sarah Diawara (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","Rechercher: profession exacte, pratique sportive, intensité, musculature pour Sarah Diawara (Koh-Lanta : Les Chasseurs d'Immunité, 2024)","""Sarah Diawara"" ""Koh-Lanta"" Koh-Lanta : Les Chasseurs d'Immunité","""Sarah Diawara"" Koh-Lanta  portrait métier sport","""Sarah Diawara"" Koh-Lanta candidat candidature interview",NOT_STARTED,A_REVOIR
