"candidate_season_key","season_id","season_name","candidate_name","age_found","age_value","age_source_url","age_source_excerpt","age_source_quality","age_confidence","gender_found","gender_normalized","gender_source_url","gender_source_excerpt","gender_source_quality","gender_confidence","profession_found","profession_raw","profession_normalized","profession_source_url","profession_source_excerpt","profession_source_quality","profession_confidence","sport_evidence_found","explicit_sport_activity","sport_name","sport_frequency","sport_intensity","competition_level","years_of_practice","muscularity_evidence_found","documented_muscular_build","muscularity_evidence_text","physical_source_url_1","physical_source_excerpt_1","physical_source_quality_1","physical_source_url_2","physical_source_excerpt_2","physical_source_quality_2","proposed_physical_score","physical_positive_reason","physical_zero_reason","physical_score_justification","physical_score_confidence","research_status","researcher_notes","manual_reviewer_decision"
"KL25::géraldine nicolle","KL25","Koh-Lanta : Le Totem Maudit","Géraldine Nicolle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL25::bastien san pedro","KL25","Koh-Lanta : Le Totem Maudit","Bastien San Pedro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL25::françois descamp","KL25","Koh-Lanta : Le Totem Maudit","François Descamp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::steve grenier","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Steve Grenier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::alicia bouly","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Alicia Bouly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::nathalie suhard","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Nathalie Suhard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::william plancq","KL27","Koh-Lanta : Les Chasseurs d'Immunité","William Plancq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::alexis tchernychev","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Alexis Tchernychev","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::émilie clavis","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Émilie Clavis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::sarah diawara","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Sarah Diawara","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::maxime barbet","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Maxime Barbet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::ricky poyet","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Ricky Poyet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::léa notardonato","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Léa Notardonato","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::océane montenegro","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Océane Montenegro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::cécile poprawa","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Cécile Poprawa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::ludivine wiart","KL31","Koh-Lanta : L'Île au trésor","Ludivine Wiart","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::aurélien dulau","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Aurélien Dulau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::jean belmonte","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Jean Belmonte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::mégane rouland","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Mégane Rouland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::david murail","KL27","Koh-Lanta : Les Chasseurs d'Immunité","David Murail","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::sébastien cazaux","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Sébastien Cazaux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::amri madani","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Amri Madani","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::pauline bonneil","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Pauline Bonneil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::julie rignault","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Julie Rignault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::meïssa seck","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Meïssa Seck","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL27::léa sahin","KL27","Koh-Lanta : Les Chasseurs d'Immunité","Léa Sahin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::myriam zenasni","KL31","Koh-Lanta : L'Île au trésor","Myriam Zenasni","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::amandine schmitt","KL31","Koh-Lanta : L'Île au trésor","Amandine Schmitt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::sophie le nestic sabattier","KL31","Koh-Lanta : L'Île au trésor","Sophie Le Nestic Sabattier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::sandrine bouzekri","KL31","Koh-Lanta : L'Île au trésor","Sandrine Bouzekri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::laurent mischkind","KL31","Koh-Lanta : L'Île au trésor","Laurent Mischkind","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::jean-luc duboscq","KL31","Koh-Lanta : L'Île au trésor","Jean-Luc Duboscq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::jérôme merlier","KL31","Koh-Lanta : L'Île au trésor","Jérôme Merlier","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::laurent ""lau"" émilien","KL31","Koh-Lanta : L'Île au trésor","Laurent ""Lau"" Émilien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::béryl libault de la chevasnerie","KL31","Koh-Lanta : L'Île au trésor","Béryl Libault de la Chevasnerie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::alexandra pharisien","KL31","Koh-Lanta : L'Île au trésor","Alexandra Pharisien","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::yannick delalleau","KL31","Koh-Lanta : L'Île au trésor","Yannick Delalleau","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::julie navarro-camilleri","KL31","Koh-Lanta : L'Île au trésor","Julie Navarro-Camilleri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::jérémy raffin","KL31","Koh-Lanta : L'Île au trésor","Jérémy Raffin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
"KL31::stéphane cipolla","KL31","Koh-Lanta : L'Île au trésor","Stéphane Cipolla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT_STARTED","",""
