candidate_season_key,season_id,season_name,season_year,candidate_name,age,gender,physical_score_previous,survival_time,event,censored,final_position_raw,departure_type_normalized,departure_category,departure_model_category,returned_to_game,first_exit_order,final_exit_order,physical_score_confidence,gender_male,physical_score_available,complete_case_main_model,complete_case_physical_model,final_departure_cause,age_band,event_vote_conseil,event_medical,event_finale_orientation,event_finale_poteaux,event_elimination_challenge,event_jury_final_decision,event_voluntary,event_ambassadeurs,event_destins_lies,physical_score,physical_profile,physical_score_source,physical_score_reviewer_status,event_vote_conseil_combined,analysis_departure_cause,season_cast_size,normalized_exit_rank_20,normalized_rank_block_3,reached_orientation,reached_poteaux,reached_jury_final,jury_final_win,final_phase_reached,prefinal_exit_event,prefinal_exit_order,prefinal_exit_count_season,prefinal_rank_15,prefinal_block_3,prefinal_block_5
KL08::irya,KL08,KL KL08,2008,Irya,24.0,FEMALE,0.0,3.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,3,3,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,18-25,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,17,3,1–3,0,0,0,0,0,1,3.0,13.0,3.0,1–3,1–5
KL08::morgane,KL08,KL KL08,2008,Morgane,23.0,FEMALE,0.0,4.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,4,4,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,18-25,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,17,4,4–6,0,0,0,0,0,1,4.0,13.0,4.0,4–6,1–5
KL08::jessica,KL08,KL KL08,2008,Jessica,33.0,FEMALE,0.0,5.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,5,5,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,17,5,4–6,0,0,0,0,0,1,5.0,13.0,5.0,4–6,1–5
KL08::alain,KL08,KL KL08,2008,Alain,21.0,MALE,0.0,6.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,6,6,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,18-25,1,0,0,0,0,0,0,0,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,17,6,4–6,0,0,0,0,0,1,6.0,13.0,6.0,4–6,6–10
KL08::jean-bernard,KL08,KL KL08,2008,Jean-Bernard,41.0,MALE,0.0,7.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,7,7,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,34-41,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,17,8,7–9,0,0,0,0,0,1,7.0,13.0,8.0,7–9,6–10
KL08::christopher,KL08,KL KL08,2008,Christopher,40.0,MALE,0.0,8.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,8,8,MANUAL_FINAL,1,1,1,1,MEDICAL,34-41,0,1,0,0,0,0,0,0,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,MEDICAL,17,9,7–9,0,0,0,0,0,1,8.0,13.0,9.0,7–9,6–10
KL08::christophe,KL08,KL KL08,2008,Christophe,39.0,MALE,1.0,9.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,9,9,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,34-41,1,0,0,0,0,0,0,0,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,17,10,10–12,0,0,0,0,0,1,9.0,13.0,10.0,10–12,6–10
KL08::charlène,KL08,KL KL08,2008,Charlène,25.0,FEMALE,0.0,10.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,10,10,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,18-25,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,17,11,10–12,0,0,0,0,0,1,10.0,13.0,11.0,10–12,11–15
KL08::hakim,KL08,KL KL08,2008,Hakim,39.0,MALE,0.0,11.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,11,11,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,34-41,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,17,12,10–12,0,0,0,0,0,1,11.0,13.0,12.0,10–12,11–15
KL08::régis,KL08,KL KL08,2008,Régis,20.0,MALE,0.0,12.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,12,12,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,18-25,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,17,14,13–15,0,0,0,0,0,1,12.0,13.0,13.0,13–15,11–15
KL08::carole,KL08,KL KL08,2008,Carole,38.0,FEMALE,0.0,13.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,13,13,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,34-41,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,17,15,13–15,0,0,0,0,0,1,13.0,13.0,15.0,13–15,11–15
KL08::nathalie,KL08,KL KL08,2008,Nathalie,56.0,FEMALE,0.0,14.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,14,14,MANUAL_FINAL,0,1,1,1,FINALE_ORIENTATION,42+,0,0,1,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,FINALE_ORIENTATION,17,16,16–18,1,0,0,0,1,0,,13.0,,Phase finale atteinte,Phase finale atteinte
KL08::bertrand,KL08,KL KL08,2008,Bertrand,41.0,MALE,0.0,15.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,15,15,MANUAL_FINAL,1,1,1,1,FINALE_POTEAUX,34-41,0,0,0,1,0,0,0,0,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,FINALE_POTEAUX,17,17,16–18,1,1,0,0,1,0,,13.0,,Phase finale atteinte,Phase finale atteinte
KL08::frédéric favier,KL08,KL KL08,2008,Frédéric Favier,29.0,MALE,0.0,16.0,1,False,FINALISTE,FINALISTE,FIN_DE_JEU,AUTRE_SORTIE,False,16,16,MANUAL_FINAL,1,1,1,1,JURY_FINAL_DECISION,26-33,0,0,0,0,0,1,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,JURY_FINAL_DECISION,17,18,16–18,1,1,1,0,1,0,,13.0,,Phase finale atteinte,Phase finale atteinte
KL08::christelle gauzet,KL08,KL KL08,2008,Christelle Gauzet,32.0,FEMALE,0.0,17.0,0,True,VAINQUEUR,VAINQUEUR,FIN_DE_JEU,AUTRE_SORTIE,False,17,17,MANUAL_FINAL,0,1,1,1,CENSORED_WINNER,26-33,0,0,0,0,0,0,0,0,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,CENSORED_WINNER,17,20,19–20,1,1,1,1,1,0,,13.0,,Phase finale atteinte,Phase finale atteinte
KL17::babeth delettre,KL17,Koh-Lanta : Johor,2015,Babeth Delettre,52.0,FEMALE,0.0,1.0,1,False,1st Voted Out Day 3,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,1,1,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,42+,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,1,1–3,0,0,0,0,0,1,1.0,16.0,1.0,1–3,1–5
KL17::marie-anne queniart,KL17,Koh-Lanta : Johor,2015,Marie-Anne Queniart,38.0,FEMALE,0.0,2.0,1,False,2nd Voted Out Day 6,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,2,2,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,34-41,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,2,1–3,0,0,0,0,0,1,2.0,16.0,1.0,1–3,1–5
KL17::benoît jorion-fahy,KL17,Koh-Lanta : Johor,2015,Benoît Jorion-Fahy,27.0,MALE,0.0,3.0,1,False,3rd Voted Out Day 9,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,3,3,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,3,1–3,0,0,0,0,0,1,3.0,16.0,2.0,1–3,1–5
KL17::manon allender,KL17,Koh-Lanta : Johor,2015,Manon Allender,24.0,FEMALE,0.0,4.0,1,False,Left Competition Day 12,INDETERMINE,INDETERMINE,AUTRE_SORTIE,False,4,4,MANUAL_FINAL,0,1,1,1,VOLUNTARY,18-25,0,0,0,0,0,0,1,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,VOLUNTARY,20,4,4–6,0,0,0,0,0,1,4.0,16.0,3.0,1–3,1–5
KL17::loïc crespin,KL17,Koh-Lanta : Johor,2015,Loïc Crespin,20.0,MALE,0.0,5.0,1,False,Medically evacuated Day 13,ABANDON_MEDICAL,INDETERMINE,AUTRE_SORTIE,False,5,5,MANUAL_FINAL,1,1,1,1,MEDICAL,18-25,0,1,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,MEDICAL,20,5,4–6,0,0,0,0,0,1,5.0,16.0,4.0,4–6,1–5
KL17::isabelle haouzi,KL17,Koh-Lanta : Johor,2015,Isabelle Haouzi,54.0,FEMALE,1.0,6.0,1,False,5th Voted Out Day 15,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,6,6,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,42+,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,6,4–6,0,0,0,0,0,1,6.0,16.0,5.0,4–6,1–5
KL17::margot perrot houwaer,KL17,Koh-Lanta : Johor,2015,Margot Perrot Houwaer,22.0,FEMALE,0.0,7.0,1,False,Medically evacuated Day 19,ABANDON_MEDICAL,INDETERMINE,AUTRE_SORTIE,False,7,7,MANUAL_FINAL,0,1,1,1,MEDICAL,18-25,0,1,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,MEDICAL,20,7,7–9,0,0,0,0,0,1,7.0,16.0,6.0,4–6,6–10
KL17::alban pellegrin,KL17,Koh-Lanta : Johor,2015,Alban Pellegrin,28.0,MALE,0.0,8.0,1,False,7th Voted Out 1st jury member Day 19,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,8,8,MANUAL_FINAL,1,1,1,1,AMBASSADEURS,26-33,0,0,0,0,0,0,0,1,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,AMBASSADEURS,20,8,7–9,0,0,0,0,0,1,8.0,16.0,7.0,7–9,6–10
KL17::corinne bargoin samuelian,KL17,Koh-Lanta : Johor,2015,Corinne Bargoin Samuelian,45.0,FEMALE,0.0,9.0,1,False,Medically evacuated 2nd jury member Day 21,ABANDON_MEDICAL,INDETERMINE,AUTRE_SORTIE,False,9,9,MANUAL_FINAL,0,1,1,1,MEDICAL,42+,0,1,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,MEDICAL,20,9,7–9,0,0,0,0,0,1,9.0,16.0,8.0,7–9,6–10
KL17::cédric giosserand-lucas,KL17,Koh-Lanta : Johor,2015,Cédric Giosserand-Lucas,36.0,MALE,0.0,10.0,1,False,9th Voted Out 3rd jury member Day 23,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,10,10,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,34-41,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,10,10–12,0,0,0,0,0,1,10.0,16.0,9.0,7–9,6–10
KL17::charlaine cuny,KL17,Koh-Lanta : Johor,2015,Charlaine Cuny,21.0,FEMALE,0.0,11.0,1,False,10th Voted Out 4th jury member Day 26,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,11,11,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,18-25,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,11,10–12,0,0,0,0,0,1,11.0,16.0,10.0,10–12,6–10
KL17::nessim kouachi,KL17,Koh-Lanta : Johor,2015,Nessim Kouachi,26.0,MALE,0.0,12.0,1,False,11th Voted Out 5th jury member Day 26,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,12,12,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,12,10–12,0,0,0,0,0,1,12.0,16.0,11.0,10–12,11–15
KL17::jeff santiago,KL17,Koh-Lanta : Johor,2015,Jeff Santiago,32.0,MALE,0.0,13.0,1,False,12th Voted Out 6th jury member Day 29,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,13,13,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,13,13–15,0,0,0,0,0,1,13.0,16.0,12.0,10–12,11–15
KL17::christophe pendon,KL17,Koh-Lanta : Johor,2015,Christophe Pendon,30.0,MALE,0.0,14.0,1,False,13th Voted Out 7th jury member Day 32,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,14,14,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,14,13–15,0,0,0,0,0,1,14.0,16.0,13.0,13–15,11–15
KL17::jessica potel,KL17,Koh-Lanta : Johor,2015,Jessica Potel,31.0,FEMALE,0.0,15.0,1,False,14th Voted Out 8th jury member Day 34,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,15,15,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,15,13–15,0,0,0,0,0,1,15.0,16.0,14.0,13–15,11–15
KL17::sébastien ballesteros,KL17,Koh-Lanta : Johor,2015,Sébastien Ballesteros,25.0,MALE,1.0,16.0,1,False,15th Voted Out 9th jury member Day 37,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,16,16,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,18-25,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,16,16–18,0,0,0,0,0,1,16.0,16.0,15.0,13–15,11–15
KL17::bruno peisey,KL17,Koh-Lanta : Johor,2015,Bruno Peisey,52.0,MALE,0.0,17.0,1,False,Lost Challenge 10th jury member Day 38,EPREUVE_ELIMINATOIRE,INDETERMINE,EPREUVE,False,17,17,MANUAL_FINAL,1,1,1,1,FINALE_ORIENTATION,42+,0,0,1,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,FINALE_ORIENTATION,20,17,16–18,1,0,0,0,1,0,,16.0,,Phase finale atteinte,Phase finale atteinte
KL17::mélissa bastin,KL17,Koh-Lanta : Johor,2015,Mélissa Bastin,28.0,FEMALE,1.0,18.0,1,False,15th Voted Out 11th jury member Day 39,CONSEIL,INDETERMINE,DECISION_AVENTURIERS,False,18,18,MANUAL_FINAL,0,1,1,1,FINALE_POTEAUX,26-33,0,0,0,1,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,FINALE_POTEAUX,20,18,16–18,1,1,0,0,1,0,,16.0,,Phase finale atteinte,Phase finale atteinte
KL17::chantel ménard,KL17,Koh-Lanta : Johor,2015,Chantel Ménard,45.0,FEMALE,1.0,19.0,1,False,Runner-up Day 40,FINALISTE,FIN_DE_JEU,AUTRE_SORTIE,False,19,19,MANUAL_FINAL,0,1,1,1,JURY_FINAL_DECISION,42+,0,0,0,0,0,1,0,0,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,JURY_FINAL_DECISION,20,19,19–20,1,1,1,0,1,0,,16.0,,Phase finale atteinte,Phase finale atteinte
KL17::marc rambaud,KL17,Koh-Lanta : Johor,2015,Marc Rambaud,43.0,MALE,0.0,20.0,0,True,Sole Survivor Day 40,VAINQUEUR,FIN_DE_JEU,AUTRE_SORTIE,False,20,20,MANUAL_FINAL,1,1,1,1,CENSORED_WINNER,42+,0,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,CENSORED_WINNER,20,20,19–20,1,1,1,1,1,0,,16.0,,Phase finale atteinte,Phase finale atteinte
KL31::myriam zenasni,KL31,Koh-Lanta : L'Île au trésor,2016,Myriam Zenasni,36.0,FEMALE,0.0,1.0,1,False,1st Voted Out Day 3,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,1,1,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,34-41,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,1,1–3,0,0,0,0,0,1,1.0,16.0,1.0,1–3,1–5
KL31::amandine schmitt,KL31,Koh-Lanta : L'Île au trésor,2016,Amandine Schmitt,33.0,FEMALE,0.0,2.0,1,False,2nd Voted Out Day 6,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,2,2,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,2,1–3,0,0,0,0,0,1,2.0,16.0,1.0,1–3,1–5
KL31::sophie le nestic sabattier,KL31,Koh-Lanta : L'Île au trésor,2016,Sophie Le Nestic Sabattier,48.0,FEMALE,0.0,3.0,1,False,3rd Voted Out Day 9,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,3,3,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,42+,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,3,1–3,0,0,0,0,0,1,3.0,16.0,2.0,1–3,1–5
KL31::sandrine bouzekri,KL31,Koh-Lanta : L'Île au trésor,2016,Sandrine Bouzekri,33.0,FEMALE,0.0,4.0,1,False,4th Voted Out Day 12,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,4,4,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,4,4–6,0,0,0,0,0,1,4.0,16.0,3.0,1–3,1–5
KL31::laurent mischkind,KL31,Koh-Lanta : L'Île au trésor,2016,Laurent Mischkind,36.0,MALE,0.0,5.0,1,False,5th Voted Out Day 15,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,5,5,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,34-41,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,5,4–6,0,0,0,0,0,1,5.0,16.0,4.0,4–6,1–5
KL31::jean-luc duboscq,KL31,Koh-Lanta : L'Île au trésor,2016,Jean-Luc Duboscq,50.0,MALE,0.0,6.0,1,False,6th Voted Out Day 18,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,6,6,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,42+,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,6,4–6,0,0,0,0,0,1,6.0,16.0,5.0,4–6,1–5
KL31::jérôme merlier,KL31,Koh-Lanta : L'Île au trésor,2016,Jérôme Merlier,44.0,MALE,0.0,7.0,1,False,Lost Duel Day 20,EPREUVE_ELIMINATOIRE,EPREUVE,EPREUVE,False,7,7,MANUAL_FINAL,1,1,1,1,AMBASSADEURS,42+,0,0,0,0,0,0,0,1,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,AMBASSADEURS,20,7,7–9,0,0,0,0,0,1,7.0,16.0,6.0,4–6,6–10
"KL31::laurent ""lau"" émilien",KL31,Koh-Lanta : L'Île au trésor,2016,"Laurent ""Lau"" Émilien",30.0,MALE,0.0,8.0,1,False,7th Voted Out 1st jury member Day 21,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,8,8,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,8,7–9,0,0,0,0,0,1,8.0,16.0,7.0,7–9,6–10
KL31::béryl libault de la chevasnerie,KL31,Koh-Lanta : L'Île au trésor,2016,Béryl Libault de la Chevasnerie,30.0,FEMALE,0.0,9.0,1,False,8th Voted Out 2nd jury member Day 24,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,9,9,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,9,7–9,0,0,0,0,0,1,9.0,16.0,8.0,7–9,6–10
KL31::alexandra pharisien,KL31,Koh-Lanta : L'Île au trésor,2016,Alexandra Pharisien,40.0,FEMALE,0.0,10.0,1,False,9th Voted Out 3rd jury member Day 27,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,10,10,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,34-41,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,10,10–12,0,0,0,0,0,1,10.0,16.0,9.0,7–9,6–10
KL31::yannick delalleau,KL31,Koh-Lanta : L'Île au trésor,2016,Yannick Delalleau,41.0,MALE,1.0,11.0,1,False,10th Voted Out Evacuated from jury Day 30 [ a ],CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,11,11,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,34-41,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,11,10–12,0,0,0,0,0,1,11.0,16.0,10.0,10–12,6–10
KL31::julie navarro-camilleri,KL31,Koh-Lanta : L'Île au trésor,2016,Julie Navarro-Camilleri,38.0,FEMALE,0.0,12.0,1,False,Lost Challenge 4th jury member Day 32,EPREUVE_ELIMINATOIRE,EPREUVE,EPREUVE,False,12,12,MANUAL_FINAL,0,1,1,1,ELIMINATION_CHALLENGE,34-41,0,0,0,0,1,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,ELIMINATION_CHALLENGE,20,12,10–12,0,0,0,0,0,1,12.0,16.0,11.0,10–12,11–15
KL31::jérémy raffin,KL31,Koh-Lanta : L'Île au trésor,2016,Jérémy Raffin,26.0,MALE,0.0,13.0,1,False,11th Voted Out 5th jury member Day 33,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,13,13,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,13,13–15,0,0,0,0,0,1,13.0,16.0,12.0,10–12,11–15
KL31::stéphane cipolla,KL31,Koh-Lanta : L'Île au trésor,2016,Stéphane Cipolla,45.0,MALE,0.0,14.0,1,False,12th Voted Out 6th jury member Day 36,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,14,14,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,42+,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,14,13–15,0,0,0,0,0,1,14.0,16.0,13.0,13–15,11–15
KL31::ludivine wiart,KL31,Koh-Lanta : L'Île au trésor,2016,Ludivine Wiart,31.0,FEMALE,1.0,15.0,1,False,13th Voted Out 7th jury member Day 39,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,15,15,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,20,15,13–15,0,0,0,0,0,1,15.0,16.0,14.0,13–15,11–15
KL31::candice boisson,KL31,Koh-Lanta : L'Île au trésor,2016,Candice Boisson,19.0,FEMALE,1.0,16.0,1,False,Lost Challenge 8th jury member Day 40,EPREUVE_ELIMINATOIRE,EPREUVE,EPREUVE,False,16,16,MANUAL_FINAL,0,1,1,1,ELIMINATION_CHALLENGE,18-25,0,0,0,0,1,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,ELIMINATION_CHALLENGE,20,16,16–18,0,0,0,0,0,1,16.0,16.0,15.0,13–15,11–15
KL31::bruno troester,KL31,Koh-Lanta : L'Île au trésor,2016,Bruno Troester,56.0,MALE,0.0,17.0,1,False,Lost Challenge 9th jury member Day 40,EPREUVE_ELIMINATOIRE,EPREUVE,EPREUVE,False,17,17,MANUAL_FINAL,1,1,1,1,FINALE_ORIENTATION,42+,0,0,1,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,FINALE_ORIENTATION,20,17,16–18,1,0,0,0,1,0,,16.0,,Phase finale atteinte,Phase finale atteinte
KL31::freddy bolzer,KL31,Koh-Lanta : L'Île au trésor,2016,Freddy Bolzer,28.0,MALE,0.0,18.0,1,False,14th Voted Out 10th jury member Day 41,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,False,18,18,MANUAL_FINAL,1,1,1,1,FINALE_POTEAUX,26-33,0,0,0,1,0,0,0,0,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,FINALE_POTEAUX,20,18,16–18,1,1,0,0,1,0,,16.0,,Phase finale atteinte,Phase finale atteinte
