candidate_season_key,season_id,season_name,season_year,candidate_name,age,gender,physical_score_previous,survival_time,event,censored,final_position_raw,departure_type_normalized,departure_category,departure_model_category,returned_to_game,first_exit_order,final_exit_order,physical_score_confidence,gender_male,physical_score_available,complete_case_main_model,complete_case_physical_model,final_departure_cause,age_band,event_vote_conseil,event_medical,event_finale_orientation,event_finale_poteaux,event_elimination_challenge,event_jury_final_decision,event_voluntary,event_ambassadeurs,event_destins_lies,physical_score,physical_profile,physical_score_source,physical_score_reviewer_status,event_vote_conseil_combined,analysis_departure_cause,season_cast_size,normalized_exit_rank_20,normalized_rank_block_3,reached_orientation,reached_poteaux,reached_jury_final,jury_final_win,final_phase_reached,prefinal_exit_event,prefinal_exit_order,prefinal_exit_count_season,prefinal_rank_15,prefinal_block_3,prefinal_block_5
KL03::sébastien loew,KL03,Koh-Lanta : Bocas del Toro,2003,Sébastien Loew,29.0,MALE,0.0,11.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,11,11,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,18,12,10–12,0,0,0,0,0,1,11.0,14.0,11.0,10–12,11–15
KL03::valérie dot,KL03,Koh-Lanta : Bocas del Toro,2003,Valérie Dot,31.0,FEMALE,0.0,12.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,12,12,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,18,13,13–15,0,0,0,0,0,1,12.0,14.0,12.0,10–12,11–15
KL03::hélène patry,KL03,Koh-Lanta : Bocas del Toro,2003,Hélène Patry,27.0,FEMALE,0.0,13.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,13,13,MANUAL_FINAL,0,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,18,14,13–15,0,0,0,0,0,1,13.0,14.0,13.0,13–15,11–15
KL03::moundir zoughari,KL03,Koh-Lanta : Bocas del Toro,2003,Moundir Zoughari,29.0,MALE,1.0,14.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,14,14,MANUAL_FINAL,1,1,1,1,VOTE_CONSEIL,26-33,1,0,0,0,0,0,0,0,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,1,VOTE_CONSEIL,18,15,13–15,0,0,0,0,0,1,14.0,14.0,15.0,13–15,11–15
KL03::antoine sanchez,KL03,Koh-Lanta : Bocas del Toro,2003,Antoine Sanchez,58.0,MALE,1.0,15.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,15,15,MANUAL_FINAL,1,1,1,1,FINALE_ORIENTATION,42+,0,0,1,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,FINALE_ORIENTATION,18,16,16–18,1,0,0,0,1,0,,14.0,,Phase finale atteinte,Phase finale atteinte
KL03::moussa niangane,KL03,Koh-Lanta : Bocas del Toro,2003,Moussa Niangane,22.0,MALE,1.0,16.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,16,16,MANUAL_FINAL,1,1,1,1,FINALE_POTEAUX,18-25,0,0,0,1,0,0,0,0,0,1,Profil physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,FINALE_POTEAUX,18,17,16–18,1,1,0,0,1,0,,14.0,,Phase finale atteinte,Phase finale atteinte
KL03::delphine bano,KL03,Koh-Lanta : Bocas del Toro,2003,Delphine Bano,32.0,FEMALE,0.0,18.0,0,True,CO_VAINQUEUR,INDETERMINE,INDETERMINE,INDETERMINE,False,17,17,MANUAL_FINAL,0,1,1,1,CENSORED_WINNER,26-33,0,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,CENSORED_WINNER,18,18,16–18,1,1,1,1,1,0,,14.0,,Phase finale atteinte,Phase finale atteinte
KL03::isabelle seguin,KL03,Koh-Lanta : Bocas del Toro,2003,Isabelle Seguin,40.0,FEMALE,0.0,18.0,0,True,CO_VAINQUEUR,INDETERMINE,INDETERMINE,INDETERMINE,False,18,18,MANUAL_FINAL,0,1,1,1,CENSORED_WINNER,34-41,0,0,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,CENSORED_WINNER,18,20,19–20,1,1,1,1,1,0,,14.0,,Phase finale atteinte,Phase finale atteinte
KL08::valérie,KL08,KL KL08,2008,Valérie,41.0,FEMALE,0.0,1.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,1,1,MANUAL_FINAL,0,1,1,1,VOLUNTARY,34-41,0,0,0,0,0,0,1,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,VOLUNTARY,17,1,1–3,0,0,0,0,0,1,1.0,13.0,1.0,1–3,1–5
KL08::céga,KL08,KL KL08,2008,Céga,43.0,MALE,0.0,2.0,1,False,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,False,2,2,MANUAL_FINAL,1,1,1,1,MEDICAL,42+,0,1,0,0,0,0,0,0,0,0,Profil non physique,MANUAL_USER_VALIDATION,USER_VALIDATED,0,MEDICAL,17,2,1–3,0,0,0,0,0,1,2.0,13.0,2.0,1–3,1–5
